external_gene_name	reactome
tp53	R-DRE-6804758
tp53	R-DRE-8878159
tp53	R-DRE-8852276
tp53	R-DRE-69615
tp53	R-DRE-69580
tp53	R-DRE-69563
tp53	R-DRE-69481
tp53	R-DRE-69541
tp53	R-DRE-6804757
tp53	R-DRE-6806003
tp53	R-DRE-5693606
tp53	R-DRE-5693565
tp53	R-DRE-5689896
tp53	R-DRE-349425
tp53	R-DRE-2559585
tp53	R-DRE-2559580
tp53	R-DRE-69275
tp53	R-DRE-453274
tp53	R-DRE-5689880
tp53	R-DRE-5693532
tp53	R-DRE-2559586
tp53	R-DRE-6804756
tp53	R-DRE-5688426
tp53	R-DRE-69620
tp53	R-DRE-69278
tp53	R-DRE-1640170
tp53	R-DRE-73894
tp53	R-DRE-74160
tp53	R-DRE-73857
tp53	R-DRE-5633007
tp53	R-DRE-6804760
tp53	R-DRE-3700989
tp53	R-DRE-2559583
tp53	R-DRE-212436
tp53	R-DRE-597592
tp53	R-DRE-392499
tp53	R-DRE-2262752
tp53	R-DRE-8953897
ccl27a	R-DRE-380108
ccl27a	R-DRE-418594
ccl27a	R-DRE-388396
ccl27a	R-DRE-500792
ccl27a	R-DRE-373076
ccl27a	R-DRE-375276
ccl27a	R-DRE-372790
ccl27a	R-DRE-162582
pigc	R-DRE-163125
pigc	R-DRE-162710
pigc	R-DRE-597592
pigc	R-DRE-392499
ms4a17a.10	R-DRE-2871837
ms4a17a.10	R-DRE-2871809
ms4a17a.10	R-DRE-2871796
ms4a17a.10	R-DRE-2454202
ms4a17a.10	R-DRE-6798695
ms4a17a.10	R-DRE-168249
ms4a17a.10	R-DRE-168256
	R-DRE-156584
dvl2	R-DRE-5099900
dvl2	R-DRE-2028269
dvl2	R-DRE-4641262
dvl2	R-DRE-201688
dvl2	R-DRE-8856828
dvl2	R-DRE-8856825
dvl2	R-DRE-4641258
dvl2	R-DRE-4608870
dvl2	R-DRE-4086400
dvl2	R-DRE-3858494
dvl2	R-DRE-201681
dvl2	R-DRE-195721
dvl2	R-DRE-5663220
dvl2	R-DRE-5653656
dvl2	R-DRE-199991
dvl2	R-DRE-195258
dvl2	R-DRE-9716542
dvl2	R-DRE-194315
dvl2	R-DRE-162582
ywhae1	R-DRE-3371511
ywhae1	R-DRE-75035
ywhae1	R-DRE-2028269
ywhae1	R-DRE-3371453
ywhae1	R-DRE-3371556
ywhae1	R-DRE-114452
ywhae1	R-DRE-111447
ywhae1	R-DRE-69473
ywhae1	R-DRE-5625740
ywhae1	R-DRE-69481
ywhae1	R-DRE-69275
ywhae1	R-DRE-8854518
ywhae1	R-DRE-5620912
ywhae1	R-DRE-453274
ywhae1	R-DRE-380320
ywhae1	R-DRE-380287
ywhae1	R-DRE-380284
ywhae1	R-DRE-380270
ywhae1	R-DRE-380259
ywhae1	R-DRE-2565942
ywhae1	R-DRE-8876198
ywhae1	R-DRE-109606
ywhae1	R-DRE-109581
ywhae1	R-DRE-5617833
ywhae1	R-DRE-1852241
ywhae1	R-DRE-69620
ywhae1	R-DRE-68886
ywhae1	R-DRE-69278
ywhae1	R-DRE-68877
ywhae1	R-DRE-1640170
ywhae1	R-DRE-9007101
ywhae1	R-DRE-5653656
ywhae1	R-DRE-5628897
ywhae1	R-DRE-199991
ywhae1	R-DRE-5357801
ywhae1	R-DRE-195258
ywhae1	R-DRE-74160
ywhae1	R-DRE-73857
ywhae1	R-DRE-3700989
ywhae1	R-DRE-212436
ywhae1	R-DRE-9716542
ywhae1	R-DRE-194315
ywhae1	R-DRE-162582
ywhae1	R-DRE-2262752
ywhae1	R-DRE-8953897
ivd	R-DRE-70895
ivd	R-DRE-71291
ivd	R-DRE-1430728
	R-DRE-1296072
dnmt3ba	R-DRE-4655427
dnmt3ba	R-DRE-212300
dnmt3ba	R-DRE-212165
dnmt3ba	R-DRE-3108232
dnmt3ba	R-DRE-2990846
dnmt3ba	R-DRE-74160
dnmt3ba	R-DRE-597592
dnmt3ba	R-DRE-392499
mnat1	R-DRE-69273
mnat1	R-DRE-77075
mnat1	R-DRE-76042
mnat1	R-DRE-75953
mnat1	R-DRE-73776
mnat1	R-DRE-73779
mnat1	R-DRE-72086
mnat1	R-DRE-75955
mnat1	R-DRE-6796648
mnat1	R-DRE-674695
mnat1	R-DRE-113418
mnat1	R-DRE-73772
mnat1	R-DRE-73863
mnat1	R-DRE-8939236
mnat1	R-DRE-8878171
mnat1	R-DRE-69656
mnat1	R-DRE-69236
mnat1	R-DRE-69231
mnat1	R-DRE-69202
mnat1	R-DRE-69275
mnat1	R-DRE-453274
mnat1	R-DRE-8953854
mnat1	R-DRE-69242
mnat1	R-DRE-69206
mnat1	R-DRE-453279
mnat1	R-DRE-69278
mnat1	R-DRE-1640170
mnat1	R-DRE-73894
mnat1	R-DRE-6782210
mnat1	R-DRE-6782135
mnat1	R-DRE-6781827
mnat1	R-DRE-6781823
mnat1	R-DRE-5696399
mnat1	R-DRE-5696398
mnat1	R-DRE-5696395
mnat1	R-DRE-74160
mnat1	R-DRE-73864
mnat1	R-DRE-73857
mnat1	R-DRE-73854
mnat1	R-DRE-73762
mnat1	R-DRE-3700989
mnat1	R-DRE-212436
tex264a	R-DRE-114608
tex264a	R-DRE-76005
tex264a	R-DRE-76002
tex264a	R-DRE-109582
nfs1	R-DRE-1362409
nfs1	R-DRE-947581
nfs1	R-DRE-196854
nfs1	R-DRE-196849
nfs1	R-DRE-1430728
ABCC12	R-DRE-382556
ABCC12	R-DRE-382551
tnnt3b	R-DRE-390522
tnnt3b	R-DRE-397014
RASA3	R-DRE-5658442
RASA3	R-DRE-5684996
RASA3	R-DRE-5683057
RASA3	R-DRE-5673001
RASA3	R-DRE-162582
vcla	R-DRE-5674135
vcla	R-DRE-445355
vcla	R-DRE-114608
vcla	R-DRE-76005
vcla	R-DRE-76002
vcla	R-DRE-6798695
vcla	R-DRE-397014
vcla	R-DRE-109582
vcla	R-DRE-168249
vcla	R-DRE-168256
vcla	R-DRE-5684996
vcla	R-DRE-5683057
vcla	R-DRE-5673001
vcla	R-DRE-162582
	R-DRE-416700
	R-DRE-373755
ABCC1	R-DRE-2142691
ABCC1	R-DRE-2142753
ABCC1	R-DRE-189483
ABCC1	R-DRE-189445
ABCC1	R-DRE-9758890
ABCC1	R-DRE-382556
ABCC1	R-DRE-9707564
ABCC1	R-DRE-196741
ABCC1	R-DRE-8978868
ABCC1	R-DRE-196854
ABCC1	R-DRE-196849
ABCC1	R-DRE-556833
ABCC1	R-DRE-9748784
ABCC1	R-DRE-9753281
ABCC1	R-DRE-1430728
ABCC1	R-DRE-382551
ABCC1	R-DRE-9711123
ABCC1	R-DRE-2262752
ABCC1	R-DRE-8953897
mrpl53	R-DRE-5419276
mrpl53	R-DRE-72766
mrpl53	R-DRE-5389840
mrpl53	R-DRE-5368287
mrpl53	R-DRE-392499
cnn2	R-DRE-6798695
cnn2	R-DRE-168249
cnn2	R-DRE-168256
pdpk1b	R-DRE-2730905
pdpk1b	R-DRE-165158
pdpk1b	R-DRE-389357
pdpk1b	R-DRE-9634635
pdpk1b	R-DRE-5218920
pdpk1b	R-DRE-389356
pdpk1b	R-DRE-5625740
pdpk1b	R-DRE-2428928
pdpk1b	R-DRE-74751
pdpk1b	R-DRE-2428924
pdpk1b	R-DRE-2404192
pdpk1b	R-DRE-109704
pdpk1b	R-DRE-112399
pdpk1b	R-DRE-6804757
pdpk1b	R-DRE-6806003
pdpk1b	R-DRE-5607764
pdpk1b	R-DRE-202424
pdpk1b	R-DRE-74752
pdpk1b	R-DRE-397795
pdpk1b	R-DRE-392451
pdpk1b	R-DRE-114604
pdpk1b	R-DRE-2871837
pdpk1b	R-DRE-2454202
pdpk1b	R-DRE-5621481
pdpk1b	R-DRE-76009
pdpk1b	R-DRE-76002
pdpk1b	R-DRE-354192
pdpk1b	R-DRE-202403
pdpk1b	R-DRE-9009391
pdpk1b	R-DRE-5218921
pdpk1b	R-DRE-4420097
pdpk1b	R-DRE-194138
pdpk1b	R-DRE-388841
pdpk1b	R-DRE-109582
pdpk1b	R-DRE-195258
pdpk1b	R-DRE-388396
pdpk1b	R-DRE-74160
pdpk1b	R-DRE-73857
pdpk1b	R-DRE-5633007
pdpk1b	R-DRE-3700989
pdpk1b	R-DRE-212436
pdpk1b	R-DRE-1280218
pdpk1b	R-DRE-9716542
pdpk1b	R-DRE-194315
pdpk1b	R-DRE-168249
pdpk1b	R-DRE-168256
pdpk1b	R-DRE-9006934
pdpk1b	R-DRE-9006931
pdpk1b	R-DRE-9006925
pdpk1b	R-DRE-8939211
pdpk1b	R-DRE-1257604
pdpk1b	R-DRE-372790
pdpk1b	R-DRE-162582
prkar1ab	R-DRE-442720
prkar1ab	R-DRE-164378
prkar1ab	R-DRE-163359
prkar1ab	R-DRE-180024
prkar1ab	R-DRE-1489509
prkar1ab	R-DRE-163615
prkar1ab	R-DRE-111997
prkar1ab	R-DRE-111933
prkar1ab	R-DRE-111931
prkar1ab	R-DRE-442755
prkar1ab	R-DRE-438064
prkar1ab	R-DRE-111996
prkar1ab	R-DRE-5610787
prkar1ab	R-DRE-5358351
prkar1ab	R-DRE-9634597
prkar1ab	R-DRE-418555
prkar1ab	R-DRE-163685
prkar1ab	R-DRE-445717
prkar1ab	R-DRE-432040
prkar1ab	R-DRE-112043
prkar1ab	R-DRE-112040
prkar1ab	R-DRE-111885
prkar1ab	R-DRE-983231
prkar1ab	R-DRE-109582
prkar1ab	R-DRE-418594
prkar1ab	R-DRE-112316
prkar1ab	R-DRE-112315
prkar1ab	R-DRE-112314
prkar1ab	R-DRE-388396
prkar1ab	R-DRE-9006925
prkar1ab	R-DRE-1430728
prkar1ab	R-DRE-382551
prkar1ab	R-DRE-372790
prkar1ab	R-DRE-162582
TRAF2	R-DRE-5676594
TRAF2	R-DRE-69416
TRAF2	R-DRE-5218900
TRAF2	R-DRE-3371378
TRAF2	R-DRE-140534
TRAF2	R-DRE-5357769
TRAF2	R-DRE-5668541
TRAF2	R-DRE-5689880
TRAF2	R-DRE-75893
TRAF2	R-DRE-5357956
TRAF2	R-DRE-5357905
TRAF2	R-DRE-5357786
TRAF2	R-DRE-109581
TRAF2	R-DRE-5688426
TRAF2	R-DRE-5357801
TRAF2	R-DRE-5675482
TRAF2	R-DRE-5218859
TRAF2	R-DRE-5213460
TRAF2	R-DRE-73887
TRAF2	R-DRE-9758274
TRAF2	R-DRE-975871
TRAF2	R-DRE-975155
TRAF2	R-DRE-937061
TRAF2	R-DRE-975138
TRAF2	R-DRE-9020702
TRAF2	R-DRE-449147
TRAF2	R-DRE-446652
TRAF2	R-DRE-181438
TRAF2	R-DRE-445989
TRAF2	R-DRE-168898
TRAF2	R-DRE-168249
TRAF2	R-DRE-168256
TRAF2	R-DRE-168188
TRAF2	R-DRE-168181
TRAF2	R-DRE-168179
TRAF2	R-DRE-168176
TRAF2	R-DRE-168142
TRAF2	R-DRE-168164
TRAF2	R-DRE-168138
TRAF2	R-DRE-166166
TRAF2	R-DRE-166058
TRAF2	R-DRE-166016
TRAF2	R-DRE-1280215
TRAF2	R-DRE-597592
TRAF2	R-DRE-392499
TRAF2	R-DRE-162582
	R-DRE-977443
si:ch73-299h12.6	R-DRE-3899300
si:ch73-299h12.6	R-DRE-3108232
si:ch73-299h12.6	R-DRE-2990846
si:ch73-299h12.6	R-DRE-597592
si:ch73-299h12.6	R-DRE-392499
nfe2l2a	R-DRE-9762114
nfe2l2a	R-DRE-9759194
nfe2l2a	R-DRE-8951664
nfe2l2a	R-DRE-597592
nfe2l2a	R-DRE-392499
nfe2l2a	R-DRE-9711123
nfe2l2a	R-DRE-9755511
nfe2l2a	R-DRE-2262752
nfe2l2a	R-DRE-8953897
cdipt	R-DRE-1483226
cdipt	R-DRE-1483206
cdipt	R-DRE-1483257
cdipt	R-DRE-556833
cdipt	R-DRE-1430728
masp2	R-DRE-166662
masp2	R-DRE-166663
masp2	R-DRE-166786
masp2	R-DRE-166658
masp2	R-DRE-2173782
masp2	R-DRE-2168880
masp2	R-DRE-6798695
masp2	R-DRE-5653656
masp2	R-DRE-168249
masp2	R-DRE-168256
abhd14b	R-DRE-156584
abhd14b	R-DRE-211859
abhd14b	R-DRE-156580
abhd14b	R-DRE-1430728
sap18	R-DRE-72163
sap18	R-DRE-72172
sap18	R-DRE-3214815
sap18	R-DRE-72203
sap18	R-DRE-8953854
sap18	R-DRE-4839726
sap18	R-DRE-3247509
dock4b	R-DRE-9013408
dock4b	R-DRE-9013404
dock4b	R-DRE-983231
dock4b	R-DRE-109582
dock4b	R-DRE-9716542
dock4b	R-DRE-9013149
dock4b	R-DRE-9012999
dock4b	R-DRE-194315
dock4b	R-DRE-162582
p4hb	R-DRE-8964041
p4hb	R-DRE-8963888
p4hb	R-DRE-8866423
p4hb	R-DRE-447115
p4hb	R-DRE-9020591
p4hb	R-DRE-3299685
p4hb	R-DRE-264876
p4hb	R-DRE-8963898
p4hb	R-DRE-1650814
p4hb	R-DRE-5358351
p4hb	R-DRE-5358346
p4hb	R-DRE-8957275
p4hb	R-DRE-381426
p4hb	R-DRE-1474290
p4hb	R-DRE-8963899
p4hb	R-DRE-174824
p4hb	R-DRE-1474244
p4hb	R-DRE-2980736
p4hb	R-DRE-449147
p4hb	R-DRE-168256
p4hb	R-DRE-1280215
p4hb	R-DRE-382551
p4hb	R-DRE-597592
p4hb	R-DRE-392499
p4hb	R-DRE-162582
p4hb	R-DRE-9711123
p4hb	R-DRE-2262752
p4hb	R-DRE-8953897
CPD	R-DRE-432722
CPD	R-DRE-199992
CPD	R-DRE-9696273
CPD	R-DRE-9696264
CPD	R-DRE-5653656
CPD	R-DRE-199991
CPD	R-DRE-9716542
CPD	R-DRE-9012999
CPD	R-DRE-194315
CPD	R-DRE-162582
rac1a	R-DRE-5625900
rac1a	R-DRE-416550
rac1a	R-DRE-8875878
rac1a	R-DRE-8875555
rac1a	R-DRE-9032759
rac1a	R-DRE-9032500
rac1a	R-DRE-9006115
rac1a	R-DRE-9748787
rac1a	R-DRE-5625970
rac1a	R-DRE-400685
rac1a	R-DRE-166520
rac1a	R-DRE-5218920
rac1a	R-DRE-399954
rac1a	R-DRE-445144
rac1a	R-DRE-389359
rac1a	R-DRE-376172
rac1a	R-DRE-389356
rac1a	R-DRE-373760
rac1a	R-DRE-373752
rac1a	R-DRE-5663213
rac1a	R-DRE-2029482
rac1a	R-DRE-5625740
rac1a	R-DRE-5627123
rac1a	R-DRE-2029480
rac1a	R-DRE-6806834
rac1a	R-DRE-5687128
rac1a	R-DRE-3928664
rac1a	R-DRE-3928662
rac1a	R-DRE-4086400
rac1a	R-DRE-3858494
rac1a	R-DRE-114604
rac1a	R-DRE-2871796
rac1a	R-DRE-2454202
rac1a	R-DRE-195721
rac1a	R-DRE-3928665
rac1a	R-DRE-2682334
rac1a	R-DRE-76002
rac1a	R-DRE-8849471
rac1a	R-DRE-9675108
rac1a	R-DRE-422475
rac1a	R-DRE-373755
rac1a	R-DRE-2172127
rac1a	R-DRE-2424491
rac1a	R-DRE-1266738
rac1a	R-DRE-5668599
rac1a	R-DRE-4420097
rac1a	R-DRE-194138
rac1a	R-DRE-388841
rac1a	R-DRE-5663220
rac1a	R-DRE-983231
rac1a	R-DRE-6798695
rac1a	R-DRE-109582
rac1a	R-DRE-5626467
rac1a	R-DRE-195258
rac1a	R-DRE-73887
rac1a	R-DRE-204998
rac1a	R-DRE-193704
rac1a	R-DRE-193648
rac1a	R-DRE-9748784
rac1a	R-DRE-1280218
rac1a	R-DRE-9716542
rac1a	R-DRE-9013149
rac1a	R-DRE-9012999
rac1a	R-DRE-194315
rac1a	R-DRE-168249
rac1a	R-DRE-168256
rac1a	R-DRE-9006934
rac1a	R-DRE-9006927
rac1a	R-DRE-9006925
rac1a	R-DRE-8848021
rac1a	R-DRE-6811558
rac1a	R-DRE-5683057
rac1a	R-DRE-199418
rac1a	R-DRE-1257604
rac1a	R-DRE-162582
zgc:174855	R-DRE-8939242
zgc:174855	R-DRE-8878171
zgc:174855	R-DRE-1442490
zgc:174855	R-DRE-2132295
zgc:174855	R-DRE-1474228
zgc:174855	R-DRE-1474290
zgc:174855	R-DRE-2022090
zgc:174855	R-DRE-1474244
zgc:174855	R-DRE-74160
zgc:174855	R-DRE-73857
zgc:174855	R-DRE-212436
zgc:174855	R-DRE-1280218
zgc:174855	R-DRE-168256
ifnphi4	R-DRE-912694
ifnphi4	R-DRE-909733
ifnphi4	R-DRE-913531
ifnphi4	R-DRE-168256
ifnphi4	R-DRE-1280215
esrrga	R-DRE-383280
esrrga	R-DRE-74160
esrrga	R-DRE-73857
esrrga	R-DRE-212436
osbp	R-DRE-192105
osbp	R-DRE-8957322
osbp	R-DRE-194068
osbp	R-DRE-556833
osbp	R-DRE-428157
osbp	R-DRE-1660661
osbp	R-DRE-1430728
pip5k1ab	R-DRE-1660499
pip5k1ab	R-DRE-1483255
pip5k1ab	R-DRE-1483257
pip5k1ab	R-DRE-556833
pip5k1ab	R-DRE-9006925
pip5k1ab	R-DRE-6811558
pip5k1ab	R-DRE-199418
pip5k1ab	R-DRE-1257604
pip5k1ab	R-DRE-1430728
pip5k1ab	R-DRE-162582
fam3c	R-DRE-114608
fam3c	R-DRE-76005
fam3c	R-DRE-76002
fam3c	R-DRE-109582
ms4a17a.12	R-DRE-2871837
ms4a17a.12	R-DRE-2871809
ms4a17a.12	R-DRE-2871796
ms4a17a.12	R-DRE-2454202
ms4a17a.12	R-DRE-6798695
ms4a17a.12	R-DRE-168249
ms4a17a.12	R-DRE-168256
CHST7	R-DRE-2022870
CHST7	R-DRE-1793185
CHST7	R-DRE-1630316
CHST7	R-DRE-71387
CHST7	R-DRE-1430728
slc26a6l	R-DRE-427601
slc26a6l	R-DRE-425407
slc26a6l	R-DRE-425393
slc26a6l	R-DRE-382551
hm13	R-DRE-9707587
hm13	R-DRE-9707564
hm13	R-DRE-9711123
hm13	R-DRE-2262752
hm13	R-DRE-8953897
pycr1b	R-DRE-8964539
pycr1b	R-DRE-71291
pycr1b	R-DRE-1430728
slc5a2	R-DRE-189200
slc5a2	R-DRE-425407
slc5a2	R-DRE-382551
ddhd1b	R-DRE-1483206
ddhd1b	R-DRE-1483166
ddhd1b	R-DRE-1483257
ddhd1b	R-DRE-556833
ddhd1b	R-DRE-1430728
gfra2a	R-DRE-8853659
gfra2a	R-DRE-9675108
gfra2a	R-DRE-422475
gfra2a	R-DRE-1266738
gfra2a	R-DRE-5684996
gfra2a	R-DRE-5683057
gfra2a	R-DRE-5673001
gfra2a	R-DRE-162582
slc25a11	R-DRE-70326
slc25a11	R-DRE-70263
slc25a11	R-DRE-71387
slc25a11	R-DRE-1430728
ndufs4	R-DRE-6799198
ndufs4	R-DRE-611105
ndufs4	R-DRE-163200
ndufs4	R-DRE-1428517
ndufs4	R-DRE-1430728
ms4a17a.4	R-DRE-2871837
ms4a17a.4	R-DRE-2871809
ms4a17a.4	R-DRE-2871796
ms4a17a.4	R-DRE-2454202
ms4a17a.4	R-DRE-6798695
ms4a17a.4	R-DRE-168249
ms4a17a.4	R-DRE-168256
e2f8	R-DRE-6804116
e2f8	R-DRE-6791312
e2f8	R-DRE-74160
e2f8	R-DRE-73857
e2f8	R-DRE-3700989
e2f8	R-DRE-212436
arpc4	R-DRE-5663213
arpc4	R-DRE-2029482
arpc4	R-DRE-2029480
arpc4	R-DRE-8856828
arpc4	R-DRE-3928662
arpc4	R-DRE-2682334
arpc4	R-DRE-9675108
arpc4	R-DRE-422475
arpc4	R-DRE-1266738
arpc4	R-DRE-5653656
arpc4	R-DRE-199991
arpc4	R-DRE-195258
arpc4	R-DRE-9716542
arpc4	R-DRE-194315
arpc4	R-DRE-168249
arpc4	R-DRE-168256
arpc4	R-DRE-162582
zgc:174153	R-DRE-8939242
zgc:174153	R-DRE-8878171
zgc:174153	R-DRE-1442490
zgc:174153	R-DRE-2132295
zgc:174153	R-DRE-1474228
zgc:174153	R-DRE-1474290
zgc:174153	R-DRE-2022090
zgc:174153	R-DRE-1474244
zgc:174153	R-DRE-74160
zgc:174153	R-DRE-73857
zgc:174153	R-DRE-212436
zgc:174153	R-DRE-1280218
zgc:174153	R-DRE-168256
cyb5r2	R-DRE-1480926
cyb5r2	R-DRE-1237044
cyb5r2	R-DRE-382551
mhc1zea	R-DRE-983170
mhc1zea	R-DRE-6798695
mhc1zea	R-DRE-1236977
mhc1zea	R-DRE-1236974
mhc1zea	R-DRE-1236975
mhc1zea	R-DRE-917977
mhc1zea	R-DRE-917937
mhc1zea	R-DRE-983169
mhc1zea	R-DRE-1280218
mhc1zea	R-DRE-168249
mhc1zea	R-DRE-168256
mhc1zea	R-DRE-382551
lum	R-DRE-2022857
lum	R-DRE-2022854
lum	R-DRE-1638074
lum	R-DRE-1630316
lum	R-DRE-71387
lum	R-DRE-216083
lum	R-DRE-1474244
lum	R-DRE-1430728
kif11	R-DRE-983189
kif11	R-DRE-8856688
kif11	R-DRE-6811442
kif11	R-DRE-6811434
kif11	R-DRE-2132295
kif11	R-DRE-983231
kif11	R-DRE-5653656
kif11	R-DRE-199991
kif11	R-DRE-109582
kif11	R-DRE-1280218
kif11	R-DRE-168256
rnf220a	R-DRE-983169
rnf220a	R-DRE-983168
rnf220a	R-DRE-1280218
rnf220a	R-DRE-168256
	R-DRE-9027307
	R-DRE-9018682
	R-DRE-9018677
	R-DRE-9018678
	R-DRE-211999
	R-DRE-211935
	R-DRE-211981
	R-DRE-211958
	R-DRE-9749641
	R-DRE-211897
	R-DRE-211945
hacd4	R-DRE-8978868
hacd4	R-DRE-75876
hacd4	R-DRE-75105
hacd4	R-DRE-556833
hacd4	R-DRE-1430728
KIF26A	R-DRE-983189
KIF26A	R-DRE-8856688
KIF26A	R-DRE-6811442
KIF26A	R-DRE-6811434
KIF26A	R-DRE-2132295
KIF26A	R-DRE-983231
KIF26A	R-DRE-5653656
KIF26A	R-DRE-199991
KIF26A	R-DRE-109582
KIF26A	R-DRE-1280218
KIF26A	R-DRE-168256
	R-DRE-8963896
	R-DRE-8963898
	R-DRE-140877
	R-DRE-140837
	R-DRE-174824
gna15.1	R-DRE-434316
gna15.1	R-DRE-400451
gna15.1	R-DRE-399997
gna15.1	R-DRE-6814122
gna15.1	R-DRE-456926
gna15.1	R-DRE-428930
gna15.1	R-DRE-422356
gna15.1	R-DRE-418592
gna15.1	R-DRE-392518
gna15.1	R-DRE-163685
gna15.1	R-DRE-202040
gna15.1	R-DRE-76002
gna15.1	R-DRE-112043
gna15.1	R-DRE-112040
gna15.1	R-DRE-111885
gna15.1	R-DRE-391251
gna15.1	R-DRE-390466
gna15.1	R-DRE-109582
gna15.1	R-DRE-418594
gna15.1	R-DRE-416476
gna15.1	R-DRE-388396
gna15.1	R-DRE-1430728
gna15.1	R-DRE-392499
gna15.1	R-DRE-372790
gna15.1	R-DRE-162582
AP4E1	R-DRE-432720
AP4E1	R-DRE-432722
AP4E1	R-DRE-199992
AP4E1	R-DRE-5653656
AP4E1	R-DRE-199991
dhx9	R-DRE-1810476
dhx9	R-DRE-1606322
dhx9	R-DRE-3134963
dhx9	R-DRE-1834949
dhx9	R-DRE-168249
dhx9	R-DRE-168256
fabp4a	R-DRE-5362517
fabp4a	R-DRE-8979227
fabp4a	R-DRE-163560
fabp4a	R-DRE-556833
fabp4a	R-DRE-6798695
fabp4a	R-DRE-168249
fabp4a	R-DRE-168256
fabp4a	R-DRE-9006931
fabp4a	R-DRE-1430728
fabp4a	R-DRE-162582
psmd6	R-DRE-1236978
psmd6	R-DRE-351202
psmd6	R-DRE-350562
psmd6	R-DRE-983705
psmd6	R-DRE-9762114
psmd6	R-DRE-9759194
psmd6	R-DRE-8941858
psmd6	R-DRE-8939902
psmd6	R-DRE-8939236
psmd6	R-DRE-8878171
psmd6	R-DRE-8878159
psmd6	R-DRE-8878166
psmd6	R-DRE-8854050
psmd6	R-DRE-8852276
psmd6	R-DRE-75815
psmd6	R-DRE-69656
psmd6	R-DRE-69615
psmd6	R-DRE-69610
psmd6	R-DRE-69613
psmd6	R-DRE-69601
psmd6	R-DRE-69580
psmd6	R-DRE-69563
psmd6	R-DRE-69481
psmd6	R-DRE-69541
psmd6	R-DRE-69202
psmd6	R-DRE-69052
psmd6	R-DRE-68949
psmd6	R-DRE-69017
psmd6	R-DRE-68867
psmd6	R-DRE-5687128
psmd6	R-DRE-5689603
psmd6	R-DRE-5676590
psmd6	R-DRE-5658442
psmd6	R-DRE-5668541
psmd6	R-DRE-5632684
psmd6	R-DRE-5610787
psmd6	R-DRE-5610785
psmd6	R-DRE-5607764
psmd6	R-DRE-5610780
psmd6	R-DRE-5607761
psmd6	R-DRE-4641258
psmd6	R-DRE-4641257
psmd6	R-DRE-453276
psmd6	R-DRE-4608870
psmd6	R-DRE-450531
psmd6	R-DRE-450408
psmd6	R-DRE-349425
psmd6	R-DRE-195253
psmd6	R-DRE-187577
psmd6	R-DRE-179419
psmd6	R-DRE-176814
psmd6	R-DRE-176409
psmd6	R-DRE-174184
psmd6	R-DRE-174154
psmd6	R-DRE-174178
psmd6	R-DRE-174143
psmd6	R-DRE-174084
psmd6	R-DRE-1234176
psmd6	R-DRE-1234174
psmd6	R-DRE-1169091
psmd6	R-DRE-1168372
psmd6	R-DRE-382556
psmd6	R-DRE-5358351
psmd6	R-DRE-5358346
psmd6	R-DRE-69275
psmd6	R-DRE-453274
psmd6	R-DRE-4086400
psmd6	R-DRE-3858494
psmd6	R-DRE-8953854
psmd6	R-DRE-8948751
psmd6	R-DRE-5689880
psmd6	R-DRE-201681
psmd6	R-DRE-195721
psmd6	R-DRE-5621481
psmd6	R-DRE-69242
psmd6	R-DRE-69306
psmd6	R-DRE-69239
psmd6	R-DRE-69206
psmd6	R-DRE-69002
psmd6	R-DRE-453279
psmd6	R-DRE-71291
psmd6	R-DRE-5688426
psmd6	R-DRE-69620
psmd6	R-DRE-68886
psmd6	R-DRE-69278
psmd6	R-DRE-68882
psmd6	R-DRE-2555396
psmd6	R-DRE-2467813
psmd6	R-DRE-1640170
psmd6	R-DRE-6798695
psmd6	R-DRE-1236975
psmd6	R-DRE-6807070
psmd6	R-DRE-74160
psmd6	R-DRE-73857
psmd6	R-DRE-212436
psmd6	R-DRE-983169
psmd6	R-DRE-983168
psmd6	R-DRE-1280218
psmd6	R-DRE-8951664
psmd6	R-DRE-168249
psmd6	R-DRE-168256
psmd6	R-DRE-1280215
psmd6	R-DRE-9006925
psmd6	R-DRE-5684996
psmd6	R-DRE-5683057
psmd6	R-DRE-5673001
psmd6	R-DRE-1257604
psmd6	R-DRE-1430728
psmd6	R-DRE-382551
psmd6	R-DRE-597592
psmd6	R-DRE-392499
psmd6	R-DRE-162582
psmd6	R-DRE-9711123
psmd6	R-DRE-9755511
psmd6	R-DRE-2262752
psmd6	R-DRE-8953897
cnot2	R-DRE-6804115
cnot2	R-DRE-6791312
cnot2	R-DRE-8953854
cnot2	R-DRE-429914
cnot2	R-DRE-429947
cnot2	R-DRE-74160
cnot2	R-DRE-73857
cnot2	R-DRE-3700989
cnot2	R-DRE-212436
atp5f1b	R-DRE-8949613
atp5f1b	R-DRE-163210
atp5f1b	R-DRE-1268020
atp5f1b	R-DRE-1592230
atp5f1b	R-DRE-9609507
atp5f1b	R-DRE-163200
atp5f1b	R-DRE-1428517
atp5f1b	R-DRE-1852241
atp5f1b	R-DRE-1430728
MYO10	R-DRE-2029482
MYO10	R-DRE-2029480
MYO10	R-DRE-168249
MYO10	R-DRE-168256
cdab	R-DRE-8956321
cdab	R-DRE-73614
cdab	R-DRE-6798695
cdab	R-DRE-168249
cdab	R-DRE-168256
cdab	R-DRE-15869
cdab	R-DRE-1430728
cacng8a	R-DRE-5682910
cacng8a	R-DRE-5576893
