ERR6501829	ERR6501833	ERR6501834	SRR10813970	SRR10813971	SRR10813972	SRR10813973	SRR10813976	SRR10813977	SRR12005388	SRR12005389	SRR12005390	SRR12005391	SRR12898817	SRR12898818	SRR12898819	SRR12898823	SRR12898824	SRR12898825	SRR12933780	SRR12933782	SRR12933784	SRR17085048	SRR17085049	SRR17085050	SRR17085051	SRR17085052	SRR17085053	SRR17085054	SRR17085055	SRR3290608	SRR3290609	SRR3290610	SRR3290611	SRR3290612	SRR3290613	SRR5984237	SRR5984238	SRR5984239	SRR9336401	SRR9336402	SRR9336403	SRR9336404
dldh	270.558204152625	269.210240527087	287.861906294667	455.973318269284	408.306308833649	420.614815278363	465.016189845583	484.561369939888	346.153482257596	252.924123780459	254.378913795035	291.443496090783	274.028865114968	104.872771845826	95.9311819410752	100.077105186681	111.524205640573	128.3641297812	105.618768264502	154.386920146504	186.135384505341	196.69904780341	458.677107420196	374.972020505723	441.526853688071	427.782101940846	335.626746088969	395.166571904531	411.831759623138	402.337618282442	136.785652083894	209.27498341536	195.121978535841	86.9245479818748	191.273182064904	218.215626153859	185.297910694963	183.812424756914	175.930742880587	615.54293077148	712.144004251734	728.149133398323	662.46014296552
dlst	296.025760430353	284.207723951009	306.331102188245	329.058427177151	316.111800851565	330.006577405161	371.926191424985	352.931219569338	297.811629093051	270.173528897194	263.975115159873	318.780098573668	292.3522592728	70.785485461225	68.1637306195431	58.549757975951	89.5530411476493	131.142952961438	89.6550468446004	183.50951406357	246.087944392185	212.470977424515	437.960439530059	349.868135825372	425.632123961956	409.46007632982	379.372726095769	422.856066122296	441.526853688071	409.905482103293	79.8338067423835	97.5996866463053	99.0874960987809	83.4605089902459	110.311834051825	112.715883029966	245.328368544172	247.738772768387	242.586489257173	437.960439530059	440.139884098843	480.575736941525	523.13608385617
dnd1	0.0600186215591356	0.119918993951029	0.003286205625794	0.045223563969909	0.0467763945873924	0.303986947411558	0.0557005342619575	0.0611653378471889	0.0369244222823589	0.00307396812062727	0.00382118539301517	0.045223563969909	0.0839015702151223	0.179371411801585	0.106023912118516	0.0196313342182202	0.570691116860293	0.0314519302246725	0.252306189548135	0.329367750435006	0.0467763945873924	0.106696008203898	0.433160337108502	0.28274507303782	0.252580585637937	0.462030591400796	0.650151934679269	0.394979064274129	0.188700896643218	0.135053054894652	0.232526604206994	0.100729269718201	0.177708487559822	0.135053054894652	0.468690270507792	0.0196313342182202	0.221608533539038	0.598856042382976	0.505022930195415	1.18452542850105	0.119178803816881	0.119918993951029	1.2361100904502
dsc2l	79.4796576802663	72.6806872135227	69.1183781128264	106.054877205431	140.207067938502	137.511931682242	105.876054427689	129.854195845644	176.026081150196	153.697494557591	116.567222409176	96.8713698345079	105.749995983358	14.5611101477025	22.6238829409744	8.18273260886588	19.2021052216791	48.8123013928928	41.562857321587	16.6934695475923	46.7992489612629	36.2053206440325	84.7606424547532	66.9091556043591	78.0179277765406	93.51485871101	58.0919297401565	76.7172059960312	82.9971077308199	78.3404854746585	129.449762911924	146.16894853883	220.197059254148	108.114311467679	244.462146731685	173.280178446939	106.559876066777	99.6637266345745	92.2184227540915	111.689171459844	69.568128695627	61.3159978515275	98.9178041230841
fbxo32	10.2348124492114	8.36570612916591	6.98349041251146	70.154122135909	120.32315779023	145.331591785166	96.3252952689437	143.81805640861	38.9073574404454	36.985810926438	39.2403527954062	41.8412946318776	16.2593646995224	1.50198032207262	2.07075383668642	1.37492501303581	23.4090536350409	11.3449633670791	10.9148459771708	4.21821787371311	5.62474974991799	7.33865025471461	22.7364520401772	16.4665575859838	23.3991781931118	19.754627239243	15.7047743102387	19.4551652072094	23.6340112515684	22.2166874229661	16.8896503805335	37.5878158926293	43.8071313666739	21.1806941087529	17.5816216268084	19.9991353753132	35.6340871797003	37.4639391450127	35.754442422615	106.194453714168	226.095422669969	194.766024985788	213.713963224407
gja1b	108.685753718699	122.641421559381	103.770588658211	26.3238352156526	26.8774159538844	34.9728391570953	25.4594775624608	39.502981825378	31.6282612947297	90.6644650566167	86.1377705551916	68.3447557047689	55.0732940502619	26.7376653555608	33.3669430049874	27.9909253581888	73.387534751754	156.511198918283	213.013577972622	196.131638419624	112.484160479863	131.231651646113	18.1265559395096	16.6401730654141	13.9583406211016	11.9705371435445	16.4357105296109	13.5046912703097	13.5391089326198	15.0585123069077	19.1046722074095	30.4212018024605	35.0796283288277	61.3963677249867	117.615191683587	112.484160479863	8.6473367285219	10.3463656708362	15.2320579698878	57.0506305172063	10.2243620633232	10.7031860806417	37.9712841253124
gjb10	2.02120729436424	1.6063211529356	0.890288266433847	1.72808945737732	1.80702265264043	1.7006550248749	1.05586298643272	1.46248580150193	1.73870125742353	7.85500758820165	6.16308986112556	5.09764859426914	3.65328432433335	0.806220277946218	1.45538960276041	1.03267301628243	0.515860627506193	1.49784430197037	1.14267765108996	2.64297316135775	2.2225821223675	1.26960182308379	0.527813907459194	1.99793792585032	0.419675291394844	2.19977777477495	2.50553550602787	0.953443073206951	2.09777147746615	0.683214792860426	2.50252753456086	1.93328556199819	2.72262768387039	1.24747070110021	2.97654339458359	4.50063346457854	0.221608533539038	0.785522312209021	0.505022930195415	0.209072127634938	0.119178803816881	0.681941039455572	1.2361100904502
gnb5a	1.13867566206685	3.43901353114318	4.09700968290552	4.70116820167913	8.41859394859049	6.17541868352896	2.49048264620214	1.46248580150193	7.01351238568298	1.00846480274584	0.904014034391987	0.692309096894054	0.831465305388879	9.56523780853813	7.96279073533293	8.96599868906569	1.48953443246718	1.97781137934186	4.99714232483251	2.205126884589	0.857471684654826	1.0331076165423	1.36497460662713	0.985783891089776	1.2608878243515	1.4314636713104	0.650151934679269	0.803158175028566	0.622347867151388	2.01286231139922	1.82210867188093	0.687143099704856	0.0277236903654289	0.787444246929878	0.599161910643392	0.705653304152025	1.12073636358104	1.30973004255934	1.07524392778057	4.64253491734223	4.65001459031923	3.45907964552653	2.59694915118959
gper1	0.0729272605896423	0.119918993951029	0.144045834177896	0.280677098871388	0.0467763945873924	0.0520634010485493	0.0557005342619575	0.0611653378471889	0.0369244222823589	0.144045834177896	0.0568277583531351	0.0564887788542071	0.045223563969909	1.53176680387783	1.12920744013511	2.05527065563004	0.781846513602012	0.207481605086847	0.582140832301965	0.822673954627737	0.300642676383846	0.157189024125378	0.0568277583531351	0.0729272605896423	0.106023912118516	0.106023912118516	0.112414284354919	0.111508384981853	0.0664286729498789	0.164575204024936	0.0196313342182202	0.0153822634864581	0.553902824017087	0.689477591066085	1.50147188172794	1.24555457367036	0.0335994838448583	0.0384199893337878	0.221608533539038	0.209072127634938	0.119178803816881	0.119918993951029	0.189292563970993
hand2	259.155931514819	218.215626153859	213.713963224407	131.231651646113	79.2602537738453	86.6607174824129	109.544834737798	138.125588342028	256.090049336088	62.2058956127174	82.748714260205	65.2070565870007	51.9524328076435	206.938519553495	340.279816000135	129.174284886841	760.183670050592	1420.2793912614	931.850683745413	461.623816944769	989.073819860803	626.635715528575	1571.25206554582	1321.04592655578	1690.80890767859	1147.46293625632	1277.31123615799	1420.2793912614	1543.54068741966	1409.94264322607	178.926252864172	288.423385875192	309.133331408244	215.756049948113	135.888327627622	112.407050969776	400.524785035318	352.524734896307	312.58378145806	124.17171396471	85.1668787639126	130.01804076006	88.4348273885118
hat1	69.2357445159822	67.2235583102452	66.4921188955399	29.536190947626	25.3742994593785	26.0877311099184	30.0726573846758	30.8549713529321	26.8840054229181	37.9573760325421	40.0412954873932	40.7368643012941	38.2751633767093	60.2663784141661	54.9491287055425	52.8729128884346	64.5823165599894	42.0070256318354	28.0906069390669	41.9013193371473	46.5415351652618	48.5456936875886	48.2184591318293	67.769548952607	47.2673304584623	57.2486340347117	79.5467616220984	57.9776267222049	61.404559569908	51.4621851047483	106.690272426232	106.484501494968	67.9349767562859	46.2985726286283	78.3780778944018	83.4832860786973	40.1699969124764	34.8256210373399	52.5862392933423	62.9167625234469	61.325211688569	54.1457269843271	56.2560525289818
hbegfb	4.35284360474315	4.01960941200787	7.22837146487743	5.64839795189511	6.03324783724336	3.36284712949367	5.74288778446531	5.34091388692768	5.58398602820566	7.14127646373051	7.19584212738272	9.24289695750625	6.82869907278355	1.38554859210655	1.23865006040306	1.64604212829583	14.2809659374694	7.38070779440454	4.79592756285082	9.4063286058003	15.2230739552688	13.0628139175885	3.61603949012463	1.85297039537745	2.34441365625192	1.9808512625785	4.26053876716911	1.55195171344743	3.17028030322345	1.82439927838189	2.36107493855651	3.0231881487146	4.29849520115758	0.689477591066085	1.36050913263778	0.743849474347234	1.41234177991511	4.13810993775889	2.74689956082169	1.0587964365336	1.74286141474026	1.57115793681793	0.189292563970993
ik	80.2567727270415	79.9282489704208	81.0193112293126	101.363170466358	103.948537111731	108.721420557936	100.812959560453	109.853305970773	111.718687920762	60.4018382188136	66.29504624911	63.609422045658	59.7063168919823	97.7336851168826	82.2657771150554	101.5521577301	85.2870845130779	90.084185109578	86.7286542012408	96.6270041180465	81.564389366389	83.6491682567746	78.2360911821424	77.8343500986791	87.8620003140213	81.3924201649373	84.7830077999744	73.5155929179831	88.0442173510969	85.0044801852185	94.9582603701873	130.306408307774	138.459952915016	64.6450035695079	88.231128321383	102.267749728156	112.132920188859	100.341245824916	131.309819169635	121.593895289132	122.399284476609	127.296752218506	122.863395223658
ilk	119.156890881391	108.869586015348	96.0297614718575	140.155992502802	137.006603121549	131.00730522769	146.16894853883	136.59289824009	156.651693499498	122.312667323119	105.543237916976	109.119918990174	100.925012358771	105.932135631793	147.483629630775	89.5944961117482	104.244644481624	654.10386268649	725.173044708709	357.309498479967	401.511548988038	434.056133879002	282.256803113818	234.596523795773	300.606705826223	231.729740645612	163.843325711398	231.987710963869	224.261885504233	248.915926860018	164.365317728081	173.804211696694	156.454674601546	238.739312804468	155.631198482569	154.236099638983	149.292702822774	147.644487234311	134.116962644911	94.2067207892321	103.972947958818	100.64879226864	80.9666888303593
junba	730.442852659586	1207.77899908463	1207.77899908463	25.9789869143108	32.9690368590908	28.64241941494	43.586609497655	59.9286423014998	118.070718756825	29.1940201840469	27.1711418065651	16.8122732737833	15.3692635450964	337.071522746268	382.594368630859	184.198959636895	874.012847927162	1258.79456868232	918.022117803491	1185.47392158951	1799.09673744996	1499.7182629918	13.892409153636	7.32796692909153	7.90391007195294	10.0902496376086	12.2824638265925	6.94058257606645	10.2716385767421	7.66621047127394	7.50434155926229	30.6418306942102	8.25031910973861	5.0463206267101	6.15801211164021	9.2663820162616	16.0190312718457	10.1193648632658	20.6577967435101	52.0325222794752	18.5362220232275	33.3121217826798	32.9119970643066
kcne4	18.3711100399028	25.4098705722385	30.7541378644126	20.2601762862489	43.7837445635781	46.4219803041193	59.5973765891474	51.2328961542749	46.107351257196	1.72321049186093	1.31842694423147	2.20625622904354	1.17047337889859	1.06114628200232	1.1582527353939	1.56635274133014	49.8213053914464	97.1707212860936	120.051322046611	210.156393662824	73.6196374898101	165.048558965682	5.66627798696153	3.10487276524066	3.9988470798819	4.2789067141649	5.23661043981871	3.54227389021929	7.11947629467692	6.30482601071831	0.952215381310982	0.985269367793143	1.72983921393459	1.45272825348965	1.26365103285059	0.593006574219009	8.77978128332165	6.69388958129411	5.38828755928797	31.8165933059825	45.7526374246575	34.4410048554057	14.7417979521265
kcnh6a	138.618721720058	153.829942943277	155.631198482569	521.479644244023	569.250959151209	454.747188565525	257.587397276501	255.031554285885	236.866581503183	28.5330713647993	40.2439319338606	39.1357518483796	19.9726614721324	4.38474320825571	6.29646912354216	3.40584174330584	5.72243067396999	9.37051924896091	12.1618423298319	4.47362638794959	9.0352137948186	9.84256353200297	417.576682174853	190.946260941461	355.419016340678	268.976575718274	230.893169283865	256.899354889308	299.078893804679	282.256803113818	159.24855808316	314.137269702528	359.771870989336	252.924123780459	187.347329801443	221.154999653931	341.074209163665	335.626746088969	290.520252118882	129.559451053227	129.92373512553	143.467655667589	131.270735407874
kcnk1a	2.26315020753416	1.6063211529356	0.673748590631737	3.83926398766321	3.4181942859458	2.17546706212737	5.17441998551772	4.01381693445475	2.92183378126057	5.00830956356637	4.25950518647526	4.78617915769458	4.44378171631409	0.523634859230532	0.437403059426775	0.575142701712867	0.471905213939482	0.737494307207239	0.464050418332087	0.18485128557217	1.23681047145365	0.515860627506193	0.433160337108502	3.77121873060842	1.20848212848697	5.36958992293727	2.85278139889101	1.57157102242422	1.50147188172794	0.704687269039844	20.7542751065116	9.59764450075261	5.16415011900067	23.2264904003773	35.9477531847664	42.894958573027	0.674283570398958	1.30973004255934	0.65092264335845	2.05431772653411	3.38945060091997	3.68302010356302	3.31214009940284
