ID	p.adjust
GO:0007601	1.27212084335471e-31
GO:0050953	1.59984527420168e-31
GO:0009583	4.70782447062957e-27
GO:0007602	1.44802759381356e-22
GO:0009416	1.4585026755795e-21
GO:0009584	3.30825122292303e-20
GO:0009581	8.79661527681764e-19
GO:0009582	1.49406119331312e-18
GO:0009314	1.99147133195654e-16
GO:0043010	3.4932794610565e-12
GO:0001654	6.09262090090199e-12
GO:0150063	7.73897166460193e-12
GO:0048880	1.15591166451181e-11
GO:0071482	7.33269624410377e-09
GO:0007603	3.98103988910741e-08
GO:0002088	2.13405102027072e-06
GO:0050908	2.76125080070509e-06
GO:0050962	2.76125080070509e-06
GO:0071478	4.20087472336364e-06
GO:0009642	1.21242824916867e-05
GO:0060041	1.61947578595224e-05
GO:0071214	1.96160120103403e-05
GO:0104004	1.96160120103403e-05
GO:0051938	2.16530995309821e-05
GO:0016056	4.47224985202047e-05
GO:0007632	5.26478943655121e-05
GO:0050804	7.08943418005157e-05
GO:0099177	7.13626101014899e-05
GO:0048592	8.34129281174248e-05
GO:0090596	0.00012748078074032
GO:0042461	0.000133725477655916
GO:0046530	0.000155519678473758
GO:0048593	0.000172115867616394
GO:0015800	0.000196029259069248
GO:0006816	0.000254294371726803
GO:0008277	0.000267947164378063
GO:0046148	0.000419862563858382
GO:0015807	0.000469347598987949
GO:0001503	0.000665961075983747
GO:0001754	0.000882985071309009
GO:0010959	0.000882985071309009
GO:0003407	0.000941280908825178
GO:0042440	0.00102855177770942
GO:0098869	0.00102856151787182
GO:0060042	0.00104998377939623
GO:0030282	0.00151422069272987
GO:0043200	0.00189058315881962
GO:0097237	0.00216545114948791
GO:0050890	0.00216545114948791
GO:0007612	0.0022430444377901
GO:0023061	0.00227483836735963
GO:0010469	0.00237089314902064
GO:0050806	0.00241771159321865
GO:0035249	0.00248249478902483
GO:0031214	0.00248249478902483
GO:0060219	0.002926917279302
GO:0022400	0.00301482670893371
GO:0051924	0.00302614452593276
GO:0006835	0.00399017545223619
GO:0085029	0.00399017545223619
GO:1990748	0.00418793453823815
GO:0007494	0.00427974962096134
GO:0001101	0.00429136111462729
GO:0048167	0.00519421187074602
GO:1905330	0.00522113732621708
GO:0042462	0.00522113732621708
GO:0015698	0.00575919124478197
GO:1901385	0.00598517824009912
GO:0008306	0.00598517824009912
GO:0006865	0.00700035086051404
GO:0007611	0.00726115365737902
GO:0060688	0.00741894815211089
GO:0042670	0.00760417790985345
GO:0055074	0.00791789101908801
GO:0042438	0.0079586966409629
GO:0070169	0.00895892507062961
GO:0006874	0.00905685624550956
GO:0001649	0.00995382524637534
GO:0006582	0.0111357701846139
GO:0044550	0.0111357701846139
GO:0098739	0.0130357077352169
GO:0140467	0.0140033737191556
GO:0002064	0.0140033737191556
GO:0006936	0.0145057455379349
GO:0046942	0.0145057455379349
GO:0015849	0.0146835299910472
GO:0070588	0.0146835299910472
GO:0003018	0.0147301459646352
GO:0051966	0.0152211443238515
GO:0022612	0.0162068486833767
GO:0007214	0.0165568075763306
GO:0015813	0.0165568075763306
GO:0006775	0.0182940953963323
GO:0001823	0.0189176243341924
GO:2000027	0.0197662668260752
GO:0001895	0.0197662668260752
GO:0042060	0.0198575298879056
GO:0050878	0.0203706997347445
GO:0042744	0.0212316752677958
GO:0001704	0.0213672902105962
GO:0140353	0.0213991781718214
GO:0048144	0.0230019586050572
GO:0043434	0.0230019586050572
GO:0008542	0.0230019586050572
GO:0046189	0.0230019586050572
GO:0061448	0.0230019586050572
GO:0009636	0.0232464394094794
GO:0001822	0.0232464394094794
GO:0098661	0.0235143514072972
GO:0019318	0.024740340679659
GO:0006836	0.0248232600232221
GO:0051216	0.0248232600232221
GO:0072593	0.0251143913782418
GO:0098754	0.0264591716373714
GO:0048565	0.0264591716373714
GO:0060840	0.0264591716373714
GO:0015711	0.0297472795186891
GO:0060021	0.0297497295133659
GO:0072001	0.0298608896131329
GO:0042886	0.0298883544868242
GO:0008217	0.0298883544868242
GO:0042698	0.0298883544868242
GO:1902475	0.0298883544868242
GO:0018958	0.0298883544868242
GO:0051968	0.0298883544868242
GO:0043270	0.0300029483764443
GO:0001505	0.0301549595264323
GO:0061035	0.0315200437551411
GO:0045778	0.0318136490674288
GO:0048146	0.0318136490674288
GO:0048251	0.033648284057884
GO:2000347	0.033648284057884
GO:0003012	0.0336507700685296
GO:0048568	0.0343275303916223
GO:0051928	0.0351642221773073
GO:0006006	0.0353174187329224
GO:0015669	0.0354257840514223
GO:0006814	0.0359888386955208
GO:0001707	0.0367025819581868
GO:0042246	0.0367025819581868
GO:0007269	0.0373146545206123
GO:0099643	0.0373146545206123
GO:0001894	0.0373146545206123
GO:0060249	0.0373146545206123
GO:0006937	0.0373146545206123
GO:0001541	0.0373146545206123
GO:0048168	0.0373146545206123
GO:1901617	0.0373146545206123
GO:0007369	0.0373146545206123
GO:0072574	0.0373146545206123
GO:0072575	0.0373146545206123
GO:0055123	0.0373146545206123
GO:0051047	0.0373146545206123
GO:0048332	0.0373146545206123
GO:0001547	0.0373146545206123
GO:0001660	0.0373146545206123
GO:0015808	0.0373146545206123
GO:0046549	0.0373146545206123
GO:0060601	0.0373146545206123
GO:1900222	0.0373146545206123
GO:1990440	0.0373146545206123
GO:0051588	0.0374924457185945
GO:0098656	0.0379734053685746
GO:0045667	0.0438690057950752
GO:0051480	0.0439581367939032
GO:0048844	0.0439581367939032
GO:1903532	0.0439581367939032
GO:0032412	0.0439581367939032
GO:0001890	0.0439581367939032
GO:0032496	0.0439581367939032
GO:0000101	0.0439581367939032
GO:0010459	0.0439581367939032
GO:0022605	0.0439581367939032
GO:0031126	0.0439581367939032
GO:0031650	0.0439581367939032
GO:0035437	0.0439581367939032
GO:0043628	0.0439581367939032
GO:0044341	0.0439581367939032
GO:0046683	0.0439581367939032
GO:0072576	0.0439581367939032
GO:0005996	0.0439581367939032
GO:0120193	0.0439581367939032
GO:1901019	0.0439581367939032
GO:0031623	0.0454080180897134
GO:0006940	0.0463909319630139
GO:0046928	0.0463909319630139
GO:0035725	0.0463909319630139
GO:0060740	0.0489580268549163
GO:0061311	0.0489580268549163
