ID	p.adjust
GO:0002682	0.000280429051952424
GO:0009607	0.000280429051952424
GO:0043207	0.000280429051952424
GO:0051707	0.000280429051952424
GO:0032101	0.000361058157070491
GO:0042060	0.00103089374234023
GO:0045087	0.00103089374234023
GO:0002684	0.00103089374234023
GO:0009615	0.00103089374234023
GO:0034097	0.00103089374234023
GO:0009611	0.00109733385173739
GO:0009725	0.00120061634904216
GO:0098542	0.00144626733314242
GO:0050776	0.00175286372052137
GO:0007596	0.00175286372052137
GO:0007599	0.0019636143589442
GO:0050817	0.00260943454853016
GO:0071345	0.00354667434054994
GO:0002252	0.00578034033553081
GO:0002449	0.00666638952219527
GO:0008283	0.00723362784941941
GO:0030193	0.00755620739061785
GO:1900046	0.00755620739061785
GO:0042127	0.00755620739061785
GO:0019221	0.00997040695170253
GO:0061077	0.00997040695170253
GO:0061041	0.00997040695170253
GO:0032102	0.0121795423254018
GO:1901652	0.0121795423254018
GO:0050878	0.012965085404106
GO:0080134	0.012965085404106
GO:0006826	0.0142673534017065
GO:0050818	0.0158712116658553
GO:0032922	0.0167894338107229
GO:0002443	0.0167894338107229
GO:0006959	0.0173894799149458
GO:0002460	0.018329452549984
GO:0008285	0.018329452549984
GO:0016064	0.018329452549984
GO:0019724	0.018329452549984
GO:0051085	0.0189408118690393
GO:0002250	0.0204862434407922
GO:0009628	0.0204862434407922
GO:0000122	0.0214617898270881
GO:0051084	0.0218005958853541
GO:0048872	0.0223164454616878
GO:0032870	0.0228382020221565
GO:0030099	0.0233028068075195
GO:0043434	0.0233028068075195
GO:0006458	0.0244493144954479
GO:1903034	0.0244493144954479
GO:0045934	0.0247995720168088
GO:0035162	0.0266727674324677
GO:0031348	0.0276474983870445
GO:0055072	0.0282971323384
GO:0006334	0.0317445999540836
GO:0019882	0.0317445999540836
GO:0006954	0.0337843503621224
GO:0045892	0.0337843503621224
GO:1902679	0.0342336731498512
GO:1903507	0.0342336731498512
GO:0019216	0.0351823897134572
GO:0051253	0.0351823897134572
GO:1901700	0.0351823897134572
GO:0010035	0.0351823897134572
GO:0072376	0.0351823897134572
GO:0072378	0.0351823897134572
GO:0072593	0.0355356776494419
GO:0010038	0.0368254467170623
GO:0031347	0.0368254467170623
GO:0010243	0.037936111897525
GO:0034728	0.0394813087990673
GO:0009063	0.046669399057505
GO:0050778	0.046669399057505
GO:1901605	0.046669399057505
GO:1903035	0.0468682592352141
GO:0070121	0.0491055967100384
GO:0007623	0.0491055967100384
