ID	p.adjust
GO:0005212	1.07758755526516e-41
GO:0009881	8.12798586702209e-14
GO:0008020	8.12798586702209e-14
GO:0016684	8.07452968080889e-08
GO:0004601	2.20683114290892e-07
GO:0016209	1.54132070288325e-06
GO:0005344	1.54132070288325e-06
GO:0019825	1.54132070288325e-06
GO:0031720	1.62357190499992e-05
GO:0043177	3.46795302899855e-05
GO:0030545	0.000479194524030591
GO:0140104	0.000479194524030591
GO:0048018	0.000537399231305938
GO:0001664	0.000537399231305938
GO:0030546	0.000537399231305938
GO:0019905	0.00282960097196774
GO:0005504	0.00364419505095171
GO:0033293	0.0114745664029706
GO:0020037	0.0120240497720659
GO:0005179	0.0128599903291725
GO:0005372	0.0128599903291725
GO:0016853	0.0140959183930959
GO:0046906	0.0140959183930959
GO:0005501	0.0140959183930959
GO:0019840	0.0140959183930959
GO:0005125	0.0219062801991891
GO:0016859	0.0250892737909686
GO:0031681	0.0307415114295085
GO:0001056	0.0333935623539595
GO:0004857	0.0406836900803751
GO:0005243	0.0410320858778712
GO:0140678	0.0447022095895547
GO:0005246	0.0447022095895547
GO:0031406	0.0454727938147769
GO:0015172	0.049506546494788
