ID	p.adjust
GO:0005212	1.44957367938206e-26
GO:0005179	2.03011622817684e-08
GO:0015171	5.98467914306139e-08
GO:0046943	6.59296745781238e-08
GO:0005342	9.15130345345321e-08
GO:0008514	1.14858855596614e-06
GO:0033293	1.14858855596614e-06
GO:0005504	1.14858855596614e-06
GO:0005501	1.57703355308858e-06
GO:0019840	1.57703355308858e-06
GO:0004857	2.42517653795885e-06
GO:0015175	2.42517653795885e-06
GO:0008020	2.63907164051521e-06
GO:0015293	2.63907164051521e-06
GO:0009881	2.65504078233627e-06
GO:0061134	2.65504078233627e-06
GO:0001664	3.28379949248578e-06
GO:0015179	3.28379949248578e-06
GO:0019905	5.45374419734392e-06
GO:0031406	6.03359310242641e-06
GO:0008509	7.47916377594073e-06
GO:0015291	1.45750079970448e-05
GO:0030414	1.535750860328e-05
GO:0005416	2.57870370280959e-05
GO:0048018	4.29949982648603e-05
GO:0004866	4.29949982648603e-05
GO:0030546	4.635145187274e-05
GO:0030545	6.18411165564188e-05
GO:0061135	6.856529765844e-05
GO:0015370	7.84770245758836e-05
GO:0005283	7.92338653280081e-05
GO:0022804	0.000111986516053541
GO:0000149	0.000131926343542246
GO:0015081	0.000277144542649011
GO:0015172	0.000277144542649011
GO:0015501	0.000283468376740994
GO:0005343	0.000283468376740994
GO:0015294	0.000548127626715757
GO:0004867	0.000886959001610801
GO:0001786	0.00100169227193999
GO:0008395	0.00120495179395284
GO:0017075	0.00168046570633065
GO:0005184	0.00226271588126967
GO:0005355	0.00230802529473803
GO:0072341	0.00230802529473803
GO:0022853	0.00277206181589857
GO:0015145	0.0030225350974776
GO:0015149	0.0030225350974776
GO:0015355	0.0030225350974776
GO:0005506	0.00358939048561198
GO:0005372	0.00358939048561198
GO:0051119	0.00375317301163948
GO:0005313	0.00545643097584774
GO:0005544	0.0070698713075277
GO:0008289	0.00790228960997413
GO:0015250	0.0134510355192022
GO:0019842	0.0141344385903348
GO:0004180	0.0146552560640172
GO:0008235	0.0154838664001539
GO:0008238	0.0154838664001539
GO:0031681	0.017355392132594
GO:0016661	0.0178553130660692
GO:0004252	0.0198887807578763
GO:0015144	0.0204622613115213
GO:0005200	0.0234433363513405
GO:0005243	0.0234433363513405
GO:0008236	0.023753109374501
GO:0004181	0.0264742812737651
GO:0017171	0.0264742812737651
GO:0008134	0.0288652454959335
GO:0001221	0.0288652454959335
GO:0045236	0.0288652454959335
GO:0019203	0.0291438157018792
GO:0050308	0.0291438157018792
GO:0004497	0.0310182056146253
GO:0005507	0.0341409394479967
GO:0016702	0.0341409394479967
GO:0046906	0.0364380027199251
GO:0008483	0.0364380027199251
GO:0016638	0.0364380027199251
GO:0016701	0.0382171744082362
GO:0020037	0.0423099549782881
GO:0015662	0.042590983881869
GO:0016769	0.042590983881869
GO:0140358	0.042590983881869
GO:0008028	0.0443115424916484
GO:0016829	0.0458042807043549
GO:0016712	0.0489542844664881
GO:0016830	0.0489542844664881
GO:0005518	0.0493608970178791
