go_id	external_gene_name
67146	GO:0007165	sst2
67147	GO:0005179	sst2
67148	GO:0005737	ywhag2
67149	GO:0007165	ywhag2
67150	GO:0005080	ywhag2
67151	GO:0003924	rabl2
67152	GO:0005525	rabl2
67153	GO:0006886	rabl2
67154	GO:0012505	rabl2
67156	GO:0004725	si:ch1073-391i24.1
67157	GO:0006470	si:ch1073-391i24.1
67158	GO:0016791	si:ch1073-391i24.1
67159	GO:0016311	si:ch1073-391i24.1
67160	GO:0016020	tgfbr3
67161	GO:0016477	tgfbr3
67162	GO:0005576	tgfbr3
67163	GO:0005615	tgfbr3
67164	GO:0009986	tgfbr3
67165	GO:0002040	tgfbr3
67166	GO:0061053	tgfbr3
67167	GO:0005539	tgfbr3
67168	GO:0007179	tgfbr3
67169	GO:0005024	tgfbr3
67170	GO:0050431	tgfbr3
67171	GO:0005114	tgfbr3
67172	GO:0001837	tgfbr3
67173	GO:0017015	tgfbr3
67176	GO:0016740	nadkb
67177	GO:0016301	nadkb
67178	GO:0016310	nadkb
67179	GO:0003951	nadkb
67180	GO:0006741	nadkb
67181	GO:0019674	nadkb
67182	GO:0016773	nadkb
67184	GO:0046982	h3f3d
67185	GO:0000786	h3f3d
67186	GO:0003677	h3f3d
67187	GO:0030527	h3f3d
67189	GO:0016787	si:dkey-96f10.1
67190	GO:0003824	si:dkey-96f10.1
67191	GO:0005829	si:dkey-96f10.1
67192	GO:0005524	si:dkey-96f10.1
67193	GO:0000166	si:dkey-96f10.1
67194	GO:0016301	si:dkey-96f10.1
67195	GO:0016310	si:dkey-96f10.1
67196	GO:0008152	si:dkey-96f10.1
67197	GO:0046835	si:dkey-96f10.1
67198	GO:0003873	si:dkey-96f10.1
67199	GO:0004331	si:dkey-96f10.1
67200	GO:0006000	si:dkey-96f10.1
67201	GO:0006003	si:dkey-96f10.1
67202	GO:0043540	si:dkey-96f10.1
67204	GO:0046983	si:dkey-96f10.1
67207	GO:0006364	rbfa
67208	GO:0005634	si:ch211-13f8.1
67209	GO:0007163	si:ch211-13f8.1
67210	GO:0016324	si:ch211-13f8.1
67211	GO:0005938	si:ch211-13f8.1
67212	GO:0007098	si:ch211-13f8.1
67213	GO:0005080	si:ch211-13f8.1
67214	GO:0060341	si:ch211-13f8.1
67215	GO:0005515	si:ch211-13f8.1
67216	GO:0005525	si:dkey-88j15.4
67217	GO:0000166	si:dkey-88j15.4
67218	GO:0005737	pimr58
67219	GO:0004672	pimr58
67220	GO:0004674	pimr58
67221	GO:0005524	pimr58
67222	GO:0006468	pimr58
67223	GO:0007346	pimr58
67224	GO:0043066	pimr58
67225	GO:0046777	pimr58
67226	GO:0000166	pimr58
67227	GO:0005515	lrrc15
67228	GO:0005515	shank1
67230	GO:0016829	eno4
67231	GO:0000287	eno4
67232	GO:0006096	eno4
67233	GO:0004634	eno4
67234	GO:0000015	eno4
67235	GO:0000976	epas1b
67236	GO:0006355	epas1b
67237	GO:0005634	epas1b
67238	GO:0046983	epas1b
67239	GO:0000977	epas1b
67240	GO:0006357	epas1b
67241	GO:0000981	epas1b
67242	GO:0031017	epas1b
67243	GO:0060218	epas1b
67244	GO:0001666	epas1b
67245	GO:0048565	epas1b
67246	GO:0014823	epas1b
67247	GO:0051402	epas1b
67248	GO:1990402	epas1b
67249	GO:0007219	epas1b
67250	GO:0097150	epas1b
67251	GO:0030182	epas1b
67252	GO:0043523	epas1b
67253	GO:0005515	epas1b
67254	GO:0071456	epas1b
67256	GO:0035556	si:dkey-222h21.10
67257	GO:0005515	si:dkey-222h21.10
67258	GO:0000978	zgc:66443
67259	GO:0003700	zgc:66443
67260	GO:0006357	zgc:66443
67261	GO:0009897	si:ch73-343l4.3
67262	GO:0006955	si:ch73-343l4.3
67263	GO:0030246	si:ch73-343l4.3
67264	GO:0005515	si:ch211-180f4.1
67265	GO:0007165	ppp2r5a
67266	GO:0005829	ppp2r5a
67267	GO:0005634	ppp2r5a
67268	GO:0006470	ppp2r5a
67269	GO:0019888	ppp2r5a
67270	GO:0000159	ppp2r5a
67271	GO:0072542	ppp2r5a
67273	GO:0003682	atad2b
67274	GO:0042393	atad2b
67275	GO:0005524	atad2b
67276	GO:0005634	atad2b
67277	GO:0045944	atad2b
67278	GO:0016887	atad2b
67279	GO:0005515	atad2b
67280	GO:0022008	bhlhe22
67281	GO:0000981	bhlhe22
67282	GO:0046983	bhlhe22
67283	GO:0006355	bhlhe22
67284	GO:0005634	bhlhe22
67285	GO:0000978	bhlhe22
67286	GO:0006357	bhlhe22
67287	GO:0005515	bhlhe22
67288	GO:0030182	bhlhe22
67289	GO:0030159	grip2b
67290	GO:0005515	grip2b
67291	GO:0098887	grip2b
67292	GO:0016787	plch1
67293	GO:0046872	plch1
67294	GO:0007165	plch1
67295	GO:0004435	plch1
67296	GO:0005509	plch1
67297	GO:0008081	plch1
67298	GO:0050429	plch1
67299	GO:0006629	plch1
67300	GO:0016042	plch1
67301	GO:0035556	plch1
67302	GO:0048015	plch1
67303	GO:0007229	fermt2
67305	GO:0005634	bud23
67306	GO:0016740	bud23
67307	GO:0005737	bud23
67308	GO:0005730	bud23
67309	GO:0008168	bud23
67310	GO:0032259	bud23
67311	GO:0016435	bud23
67312	GO:0070476	bud23
67313	GO:0003677	ercc2
67314	GO:0005634	ercc2
67315	GO:0016787	ercc2
67316	GO:0005524	ercc2
67317	GO:0003676	ercc2
67318	GO:0000166	ercc2
67319	GO:0003678	ercc2
67320	GO:0004386	ercc2
67321	GO:0006139	ercc2
67322	GO:0003684	ercc2
67323	GO:0032508	ercc2
67324	GO:0006974	ercc2
67325	GO:0006289	ercc2
67326	GO:0016818	ercc2
67327	GO:0006366	ercc2
67328	GO:0045951	ercc2
67329	GO:0016020	drd2b
67330	GO:0005886	drd2b
67331	GO:0004930	drd2b
67332	GO:0007165	drd2b
67333	GO:0007186	drd2b
67334	GO:0051482	drd2b
67335	GO:0071880	drd2b
67336	GO:0042734	drd2b
67337	GO:0060158	drd2b
67338	GO:0014059	drd2b
67339	GO:0001591	drd2b
67340	GO:0004952	drd2b
67341	GO:0007194	drd2b
67342	GO:0007195	drd2b
67343	GO:0043266	drd2b
67344	GO:0051481	drd2b
67345	GO:0051967	drd2b
67346	GO:1901386	drd2b
67347	GO:0098978	drd2b
67348	GO:0001963	drd2b
67349	GO:0007212	drd2b
67350	GO:0016021	drd2b
67351	GO:0065008	drd2b
67352	GO:1903530	drd2b
67353	GO:0003924	mxf
67354	GO:0005525	mxf
67355	GO:0005737	mxf
67356	GO:0005634	mxf
67357	GO:0000166	mxf
67358	GO:0016020	mxf
67359	GO:0008017	mxf
67360	GO:0051607	mxf
67361	GO:0005874	mxf
67362	GO:0004930	grm1b
67363	GO:0016021	grm1b
67364	GO:0007186	grm1b
67365	GO:0016020	grm1b
67366	GO:0005886	grm1b
67367	GO:0007165	grm1b
67368	GO:0099530	grm1b
67369	GO:0099583	grm1b
67370	GO:0007216	grm1b
67371	GO:0051966	grm1b
67372	GO:0060078	grm1b
67373	GO:0099566	grm1b
67374	GO:0098839	grm1b
67375	GO:0007196	grm1b
67376	GO:0007268	grm1b
67377	GO:0001640	grm1b
67378	GO:0007200	grm1b
67379	GO:0043005	tph1a
67380	GO:0046872	tph1a
67381	GO:0016491	tph1a
67382	GO:0005506	tph1a
67383	GO:0004497	tph1a
67384	GO:1902036	tph1a
67385	GO:0009072	tph1a
67386	GO:0004510	tph1a
67387	GO:0016714	tph1a
67388	GO:0042427	tph1a
67391	GO:0035267	kat5b
67392	GO:0016573	kat5b
67393	GO:0004402	kat5b
67394	GO:0006355	kat5b
67395	GO:0005737	arhgef28a
67396	GO:0046872	arhgef28a
67397	GO:0005085	arhgef28a
67398	GO:0035023	arhgef28a
67399	GO:0007030	arhgef28a
67400	GO:0007160	arhgef28a
67401	GO:0060415	arhgef28a
67402	GO:0048513	arhgef28a
67403	GO:0048468	arhgef28a
67404	GO:0016787	entpd2b
67405	GO:0016020	entpd2b
67406	GO:0005524	entpd2b
67407	GO:0000166	entpd2b
67408	GO:0005886	entpd2b
67409	GO:0004382	entpd2b
67410	GO:0045134	entpd2b
67411	GO:0046688	entpd2b
67412	GO:0045471	entpd2b
67413	GO:0071405	entpd2b
67414	GO:0017110	entpd2b
67415	GO:0009134	entpd2b
67416	GO:0000978	znf1038
67417	GO:0006355	znf1038
67418	GO:0000981	znf1038
67419	GO:0006357	znf1038
67422	GO:0016020	lyve1a
67423	GO:0005886	lyve1a
67424	GO:0007155	lyve1a
67425	GO:0005540	lyve1a
67426	GO:0004888	lyve1a
67427	GO:0009966	spred3
67428	GO:0007275	spred3
67429	GO:0016020	spred3
67431	GO:0019901	spred3
67432	GO:0043409	spred3
67433	GO:0000774	hspbp1
67434	GO:0005515	hspbp1
67436	GO:0060090	akap9
67437	GO:0007165	akap9
67439	GO:0000339	eif4g3b
67440	GO:0003743	eif4g3b
67441	GO:0003723	eif4g3b
67442	GO:0005515	eif4g3b
67444	GO:0006412	eif4g3b
67445	GO:0003729	eif4g3b
67446	GO:0016281	eif4g3b
67447	GO:0006413	eif4g3b
67448	GO:0016020	zgc:113278
67449	GO:0015031	zgc:113278
67450	GO:0003674	zgc:113278
67451	GO:0005789	zgc:113278
67452	GO:0006616	zgc:113278
67453	GO:0045048	zgc:113278
67454	GO:0016021	zgc:113278
67455	GO:0005515	dtl
67456	GO:0005515	ankrd33ba
67457	GO:0005739	mtres1
67458	GO:0003723	mtres1
67459	GO:1903108	mtres1
67460	GO:0004712	dyrk1aa
67461	GO:0046777	dyrk1aa
67462	GO:0004672	dyrk1aa
67463	GO:0006468	dyrk1aa
67464	GO:0005524	dyrk1aa
67465	GO:0016740	dyrk1aa
67466	GO:0004674	dyrk1aa
67467	GO:0005634	dyrk1aa
67468	GO:0000166	dyrk1aa
67469	GO:0004713	dyrk1aa
67470	GO:0016301	dyrk1aa
67471	GO:0016310	dyrk1aa
67472	GO:0018108	dyrk1aa
67473	GO:0003713	dyrk1aa
67474	GO:0045893	dyrk1aa
67475	GO:0018105	dyrk1aa
67476	GO:0001525	dyrk1aa
67477	GO:0018107	dyrk1aa
67478	GO:0007420	dyrk1aa
67480	GO:0016787	dolpp1
67481	GO:0016020	dolpp1
67482	GO:0005783	dolpp1
67483	GO:0005789	dolpp1
67484	GO:0043231	dolpp1
67485	GO:0006486	dolpp1
67486	GO:0006487	dolpp1
67487	GO:0047874	dolpp1
67488	GO:0008610	dolpp1
67489	GO:0044249	dolpp1
67490	GO:0044238	dolpp1
67491	GO:1901576	dolpp1
67493	GO:0004181	cpa1
67494	GO:0006508	cpa1
67495	GO:0008270	cpa1
67498	GO:0005634	FAM53C
67499	GO:0006606	FAM53C
67500	GO:0016787	acp1
67501	GO:0005737	acp1
67502	GO:0004725	acp1
67503	GO:0006470	acp1
67504	GO:0004721	acp1
67505	GO:0048793	acp1
67506	GO:0003993	acp1
67507	GO:0004726	acp1
67508	GO:0016791	acp1
67510	GO:0016020	glrbb
67511	GO:0006811	glrbb
67512	GO:0006821	glrbb
67513	GO:0004888	glrbb
67514	GO:0005216	glrbb
67515	GO:0005230	glrbb
67516	GO:0007165	glrbb
67517	GO:0007268	glrbb
67518	GO:0034220	glrbb
67519	GO:0042391	glrbb
67520	GO:0050877	glrbb
67521	GO:0043005	glrbb
67522	GO:0045202	glrbb
67523	GO:0005886	glrbb
67524	GO:0030594	glrbb
67525	GO:1902476	glrbb
67526	GO:0060078	glrbb
67527	GO:0060079	glrbb
67528	GO:0045211	glrbb
67529	GO:0007218	glrbb
67530	GO:1904315	glrbb
67531	GO:0005254	glrbb
67532	GO:0016594	glrbb
67533	GO:0043200	glrbb
67534	GO:0060012	glrbb
67535	GO:0016934	glrbb
67536	GO:0016021	glrbb
67537	GO:0005231	glrbb
67539	GO:0016787	cela1.3
67540	GO:0006508	cela1.3
67541	GO:0004252	cela1.3
67542	GO:0005615	cela1.3
67543	GO:0008233	cela1.3
67544	GO:0008236	cela1.3
67545	GO:0004298	tasp1
67546	GO:0016787	tasp1
67548	GO:0046872	btr09
67549	GO:0008270	btr09
67550	GO:0016567	btr09
67551	GO:0004842	btr09
67553	GO:0005515	btr09
67554	GO:0030097	ncor2
67555	GO:0000122	ncor2
67556	GO:0006357	ncor2
67557	GO:0030099	ncor2
67558	GO:0030223	ncor2
67559	GO:0060218	ncor2
67560	GO:0030225	ncor2
67561	GO:0003714	ncor2
67563	GO:0000978	snai2
67564	GO:0006355	snai2
67565	GO:0000981	snai2
67566	GO:0006357	snai2
67568	GO:0016020	rca2.1
67569	GO:0005615	rca2.1
67570	GO:0008544	rca2.1
67571	GO:0036303	rca2.1
67573	GO:0016533	si:dkeyp-92c9.2
67574	GO:0061575	si:dkeyp-92c9.2
67575	GO:0008270	trim101
67577	GO:0005515	si:ch211-105f12.2
67578	GO:0035556	nlrc6
67579	GO:0005515	nlrc6
67580	GO:0005829	nbeab
67581	GO:0016020	nbeab
67582	GO:0019901	nbeab
67583	GO:0008104	nbeab
67584	GO:0005515	nbeab
67586	GO:0016020	gpr184
67587	GO:0004930	gpr184
67588	GO:0007165	gpr184
67589	GO:0007186	gpr184
67590	GO:0005886	gpr184
67591	GO:0035025	gpr184
67592	GO:0051482	gpr184
67593	GO:0016021	gpr184
67595	GO:0005856	cyt1l
67596	GO:0005882	cyt1l
67597	GO:0005198	cyt1l
67598	GO:0004930	gpr186
67599	GO:0016021	gpr186
67600	GO:0007186	gpr186
67603	GO:0005634	si:dkey-27d5.3
67604	GO:0046872	si:dkey-27d5.3
67605	GO:0008270	si:dkey-27d5.3
67606	GO:0016567	si:dkey-27d5.3
67607	GO:0006511	si:dkey-27d5.3
67608	GO:0061630	si:dkey-27d5.3
67609	GO:0006397	si:dkey-27d5.3
67610	GO:0019538	si:dkey-27d5.3
67611	GO:0003785	cobl
67612	GO:0003779	cobl
67613	GO:0005694	zgc:173552
67616	GO:0030154	ppdpfb
67617	GO:0007275	ppdpfb
67619	GO:0003677	adnpb
67620	GO:0005634	adnpb
67621	GO:0046872	adnpb
67622	GO:0010468	adnpb
67623	GO:0043249	adnpb
67624	GO:0016020	cd151
67625	GO:0016477	cd151
67626	GO:0005886	cd151
67627	GO:0003674	cd151
67628	GO:0016021	cd151
67631	GO:0003697	ssbp2
67632	GO:0005515	ssbp2
67633	GO:0005254	best2
67634	GO:0003779	tpm4a
67635	GO:0005856	tpm4a
67636	GO:0051015	tpm4a
67637	GO:0060047	tpm4a
67638	GO:0007015	tpm4a
67639	GO:0055003	tpm4a
67640	GO:0006936	tpm4a
67641	GO:0005884	tpm4a
67642	GO:0060048	tpm4a
67645	GO:0005634	atrx
67646	GO:0006338	atrx
67647	GO:0046872	atrx
67648	GO:0005524	atrx
67649	GO:0000166	atrx
67650	GO:0031490	atrx
67651	GO:0006281	atrx
67652	GO:0006974	atrx
67653	GO:0031297	atrx
67654	GO:0035064	atrx
67655	GO:0000781	atrx
67656	GO:0043231	atrx
67657	GO:0140658	atrx
67658	GO:0005721	atrx
67659	GO:1901582	atrx
67661	GO:0015031	ap3s2
67662	GO:0016192	ap3s2
67663	GO:0043231	ap3s2
67664	GO:0016020	ap3s2
67665	GO:0006886	ap3s2
67666	GO:0030117	ap3s2
67667	GO:0030123	ap3s2
67668	GO:0030659	ap3s2
67669	GO:0031410	ap3s2
67670	GO:0006896	ap3s2
67672	GO:0003677	hist1h2a5
67673	GO:0005634	hist1h2a5
67674	GO:0005694	hist1h2a5
67675	GO:0046982	hist1h2a5
67676	GO:0000786	hist1h2a5
67677	GO:0030527	hist1h2a5
67678	GO:0016787	zgc:165423
67679	GO:0006508	zgc:165423
67680	GO:0004252	zgc:165423
67681	GO:0008233	zgc:165423
67682	GO:0008236	zgc:165423
67683	GO:0018400	crtap
67684	GO:0005783	crtap
67685	GO:0005515	crtap
67687	GO:0016020	gria2b
67688	GO:0005886	gria2b
67689	GO:0034220	gria2b
67690	GO:0038023	gria2b
67691	GO:0043197	gria2b
67692	GO:0015276	gria2b
67693	GO:0035235	gria2b
67694	GO:0004971	gria2b
67695	GO:0032281	gria2b
67696	GO:0004970	gria2b
67697	GO:0005216	gria2b
67698	GO:0006811	gria2b
67699	GO:0045202	gria2b
67700	GO:0045211	gria2b
67701	GO:0005575	arr3a
67702	GO:0007165	arr3a
67703	GO:0001664	arr3a
67704	GO:0007601	arr3a
67705	GO:0002031	arr3a
67708	GO:0032039	ints7
67709	GO:0016180	ints7
67711	GO:0005634	ints7
67713	GO:0008270	dytn
67715	GO:0004197	dytn
67716	GO:0008234	dytn
67717	GO:0006508	dytn
67721	GO:0005737	mapre2
67722	GO:0005856	mapre2
67723	GO:0007049	mapre2
67724	GO:0051225	mapre2
67725	GO:0008017	mapre2
67726	GO:0005874	mapre2
67727	GO:0005815	mapre2
67728	GO:0048701	mapre2
67729	GO:0051010	mapre2
67730	GO:0031110	mapre2
67731	GO:0035372	mapre2
67732	GO:0005881	mapre2
67733	GO:0035371	mapre2
67734	GO:0051233	mapre2
67735	GO:0051301	mapre2
67736	GO:0005515	mapre2
67737	GO:0016020	si:ch211-186j3.6
67738	GO:0005886	si:ch211-186j3.6
67739	GO:0046872	si:ch211-186j3.6
67740	GO:0005509	si:ch211-186j3.6
67741	GO:0007155	si:ch211-186j3.6
67742	GO:0007156	si:ch211-186j3.6
67743	GO:0098609	si:ch211-186j3.6
67744	GO:0005911	si:ch211-186j3.6
67746	GO:0003677	zgc:153405
67747	GO:0005634	zgc:153405
67748	GO:0005694	zgc:153405
67749	GO:0045910	zgc:153405
67750	GO:0003690	zgc:153405
67751	GO:0000786	zgc:153405
67752	GO:0031492	zgc:153405
67753	GO:0006334	zgc:153405
67754	GO:0030261	zgc:153405
67755	GO:0048856	zgc:153405
67756	GO:0030527	zgc:153405
67757	GO:0004713	ntrk2b
67758	GO:0004714	ntrk2b
67759	GO:0007169	ntrk2b
67760	GO:0004672	ntrk2b
67761	GO:0005887	ntrk2b
67762	GO:0006468	ntrk2b
67763	GO:0016020	ntrk2b
67764	GO:0005524	ntrk2b
67765	GO:0005515	ntrk2b
67766	GO:0005575	zgc:194621
67767	GO:0008150	zgc:194621
67768	GO:0003674	zgc:194621
67769	GO:0005219	ryr3
67770	GO:0006874	ryr3
67771	GO:0005216	ryr3
67772	GO:0005262	ryr3
67773	GO:0070588	ryr3
67774	GO:0006816	ryr3
67775	GO:0005509	ryr3
67776	GO:0055085	ryr3
67777	GO:0006811	ryr3
67778	GO:0016020	ryr3
67779	GO:0005515	ryr3
67780	GO:0016021	ryr3
67781	GO:0005886	ryr3
67782	GO:0051209	ryr3
67783	GO:0048763	ryr3
67784	GO:0005790	ryr3
67785	GO:0030018	ryr3
67786	GO:0030659	ryr3
67787	GO:0033017	ryr3
67788	GO:0034704	ryr3
67789	GO:0042383	ryr3
67790	GO:0005516	ryr3
67791	GO:0007224	ryr3
67792	GO:0016529	ryr3
67793	GO:0005575	zgc:101858
67794	GO:0016491	zgc:101858
67797	GO:0005829	pabpc1l
67798	GO:0003676	pabpc1l
67799	GO:0005634	pabpc1l
67800	GO:0003723	pabpc1l
67801	GO:0005515	pabpc1l
67802	GO:0003730	pabpc1l
67803	GO:1990904	pabpc1l
67804	GO:0010494	pabpc1l
67805	GO:0008266	pabpc1l
67806	GO:0032991	pabpc1l
67807	GO:0008143	pabpc1l
67808	GO:0005737	pabpc1l
67809	GO:0005575	cinp
67810	GO:0016301	cinp
67811	GO:0016310	cinp
67812	GO:0008150	cinp
67813	GO:0003674	cinp
67815	GO:0003677	tmpoa
67816	GO:0005634	tmpoa
67817	GO:0016020	tmpoa
67818	GO:0003682	tmpoa
67819	GO:0000793	tmpoa
67820	GO:0007084	tmpoa
67821	GO:0042175	tmpoa
67822	GO:0005635	tmpoa
67823	GO:0031110	stmn2a
67824	GO:0098609	mpzl2b
67825	GO:0016020	mpzl2b
67827	GO:0004672	pimr59
67828	GO:0006468	pimr59
67829	GO:0005524	pimr59
67830	GO:0016020	atp11c
67831	GO:0005524	atp11c
67832	GO:0000166	atp11c
67833	GO:0005886	atp11c
67834	GO:0005783	atp11c
67835	GO:0005802	atp11c
67836	GO:0016887	atp11c
67837	GO:0000287	atp11c
67838	GO:0140326	atp11c
67839	GO:0015914	atp11c
67840	GO:0045332	atp11c
67841	GO:0055037	atp11c
67842	GO:0016021	atp11c
67843	GO:0005215	atp11c
67844	GO:0016020	kcnj1a.5
67845	GO:0006811	kcnj1a.5
67846	GO:0005886	kcnj1a.5
67847	GO:1990573	kcnj1a.5
67848	GO:0005242	kcnj1a.5
67849	GO:0005244	kcnj1a.5
67850	GO:0006813	kcnj1a.5
67851	GO:0034765	kcnj1a.5
67852	GO:0016021	kcnj1a.5
67853	GO:0015272	kcnj1a.5
67854	GO:0005654	snrnp48
67855	GO:0046872	snrnp48
67856	GO:0005829	snrnp48
67857	GO:0005689	snrnp48
67859	GO:0016020	tmem238a
67861	GO:0035556	si:ch211-278p9.2
67862	GO:0005515	si:ch211-278p9.2
67864	GO:0016020	slc26a10
67865	GO:0055085	slc26a10
67866	GO:1902476	slc26a10
67867	GO:0005886	slc26a10
67868	GO:0016323	slc26a10
67869	GO:0015106	slc26a10
67870	GO:0015108	slc26a10
67871	GO:0015116	slc26a10
67872	GO:0019531	slc26a10
67873	GO:0015701	slc26a10
67874	GO:1902358	slc26a10
67875	GO:0019532	slc26a10
67876	GO:0016021	slc26a10
67877	GO:0015698	slc26a10
67878	GO:0008509	slc26a10
67879	GO:0098661	slc26a10
67880	GO:0031463	keap1b
67881	GO:0008134	keap1b
67882	GO:0016567	keap1b
67883	GO:0005515	keap1b
67884	GO:0016020	casc4
67886	GO:0015718	slc16a7
67887	GO:0008028	slc16a7
67888	GO:0055085	slc16a7
67889	GO:0022857	slc16a7
67890	GO:0016021	slc16a7
67892	GO:0016020	slc9a3r1a
67893	GO:0005102	slc9a3r1a
67894	GO:0016324	slc9a3r1a
67895	GO:0060090	slc9a3r1a
67896	GO:0012505	slc9a3r1a
67897	GO:0042995	slc9a3r1a
67898	GO:0072659	slc9a3r1a
67899	GO:0043113	slc9a3r1a
67900	GO:0021591	slc9a3r1a
67901	GO:0071599	slc9a3r1a
67902	GO:0006612	slc9a3r1a
67903	GO:0055078	slc9a3r1a
67904	GO:0043495	slc9a3r1a
67905	GO:0001726	slc9a3r1a
67906	GO:0030175	slc9a3r1a
67907	GO:0005515	slc9a3r1a
67908	GO:0005902	slc9a3r1a
67910	GO:0003682	si:ch211-230g15.5
67911	GO:0042393	si:ch211-230g15.5
67912	GO:0005634	si:ch211-230g15.5
67913	GO:0045892	si:ch211-230g15.5
67914	GO:0035102	si:ch211-230g15.5
67915	GO:0005515	si:ch211-230g15.5
67916	GO:0016020	kcnj1a.3
67917	GO:0006811	kcnj1a.3
67918	GO:0005886	kcnj1a.3
67919	GO:1990573	kcnj1a.3
67920	GO:0005242	kcnj1a.3
67921	GO:0005244	kcnj1a.3
67922	GO:0006813	kcnj1a.3
67923	GO:0034765	kcnj1a.3
67924	GO:0016021	kcnj1a.3
67925	GO:0015272	kcnj1a.3
67926	GO:0035556	si:ch211-278p9.1
67927	GO:0005515	si:ch211-278p9.1
67929	GO:0004896	ebi3
67930	GO:0016020	ebi3
67931	GO:0005515	ebi3
67932	GO:0016887	get3
67933	GO:0005524	get3
67934	GO:0005634	gtf2h5
67935	GO:0006281	gtf2h5
67936	GO:0006974	gtf2h5
67937	GO:0006289	gtf2h5
67938	GO:0070816	gtf2h5
67939	GO:0000439	gtf2h5
67940	GO:0005675	gtf2h5
67941	GO:0006367	gtf2h5
67942	GO:0006366	gtf2h5
67943	GO:0006294	gtf2h5
67945	GO:0016020	si:dkey-29d8.3
67946	GO:0016020	cdh26.1
67947	GO:0005886	cdh26.1
67948	GO:0046872	cdh26.1
67949	GO:0005509	cdh26.1
67950	GO:0007155	cdh26.1
67951	GO:0045296	cdh26.1
67952	GO:0007156	cdh26.1
67953	GO:0098609	cdh26.1
67954	GO:0016342	cdh26.1
67955	GO:0098742	cdh26.1
67956	GO:0016020	kcnj1a.4
67957	GO:0006811	kcnj1a.4
67958	GO:0005886	kcnj1a.4
67959	GO:1990573	kcnj1a.4
67960	GO:0005242	kcnj1a.4
67961	GO:0005244	kcnj1a.4
67962	GO:0006813	kcnj1a.4
67963	GO:0034765	kcnj1a.4
67964	GO:0016021	kcnj1a.4
67965	GO:0015272	kcnj1a.4
67967	GO:0016787	glsa
67968	GO:0006541	glsa
67969	GO:0004359	glsa
67970	GO:0006537	glsa
67971	GO:0006543	glsa
67972	GO:0005515	glsa
67973	GO:0005634	meaf6
67974	GO:0005694	meaf6
67975	GO:0006325	meaf6
67976	GO:0000775	meaf6
67977	GO:0000776	meaf6
67978	GO:0005730	meaf6
67979	GO:0016573	meaf6
67980	GO:0000123	meaf6
67981	GO:0043968	meaf6
67982	GO:0043981	meaf6
67983	GO:0043982	meaf6
67984	GO:0043983	meaf6
67985	GO:0044154	meaf6
67986	GO:0035267	meaf6
67987	GO:0070776	meaf6
67988	GO:0016020	kcnj1a.2
67989	GO:0006811	kcnj1a.2
67990	GO:0005886	kcnj1a.2
67991	GO:1990573	kcnj1a.2
67992	GO:0005242	kcnj1a.2
67993	GO:0005244	kcnj1a.2
67994	GO:0006813	kcnj1a.2
67995	GO:0034765	kcnj1a.2
67996	GO:0016021	kcnj1a.2
67997	GO:0015272	kcnj1a.2
67998	GO:0005515	spoplb
68000	GO:0005515	lrpprc
68001	GO:0016740	si:dkey-59p5.2
68002	GO:0005737	si:dkey-59p5.2
68003	GO:0004672	si:dkey-59p5.2
68004	GO:0004674	si:dkey-59p5.2
68005	GO:0005524	si:dkey-59p5.2
68006	GO:0006468	si:dkey-59p5.2
68007	GO:0007346	si:dkey-59p5.2
68008	GO:0043066	si:dkey-59p5.2
68009	GO:0046777	si:dkey-59p5.2
68010	GO:0000166	si:dkey-59p5.2
68011	GO:0016020	si:ch211-39f2.3
68012	GO:0007160	si:ch211-39f2.3
68013	GO:0005515	si:ch211-39f2.3
68014	GO:0035556	si:dkey-26m3.3
68015	GO:0005515	si:dkey-26m3.3
68017	GO:0005886	eps8l3b
68018	GO:0003779	eps8l3b
68019	GO:0007266	eps8l3b
68020	GO:0035023	eps8l3b
68021	GO:1900029	eps8l3b
68022	GO:0032587	eps8l3b
68023	GO:0005515	eps8l3b
68025	GO:0016020	kcnj1a.6
68026	GO:0006811	kcnj1a.6
68027	GO:0005886	kcnj1a.6
68028	GO:1990573	kcnj1a.6
68029	GO:0005242	kcnj1a.6
68030	GO:0005244	kcnj1a.6
68031	GO:0006813	kcnj1a.6
68032	GO:0034765	kcnj1a.6
68033	GO:0016021	kcnj1a.6
68034	GO:0015272	kcnj1a.6
68035	GO:0008278	rec8b
68036	GO:0007062	rec8b
68037	GO:0005515	rec8b
68038	GO:0005515	emilin2a
68040	GO:0051056	ralgapb
68041	GO:0005096	ralgapb
68042	GO:0090630	ralgapb
68043	GO:0005634	ing3
68044	GO:0046872	ing3
68045	GO:0006355	ing3
68046	GO:0006325	ing3
68047	GO:0035064	ing3
68048	GO:0035267	ing3
68049	GO:0005739	mrpl39
68050	GO:0000166	mrpl39
68051	GO:0005840	mrpl39
68052	GO:0034641	mrpl39
68054	GO:0005634	mrpl39
68055	GO:0005694	mrpl39
68056	GO:0000775	mrpl39
68057	GO:0090305	rnasekb
68058	GO:0004521	rnasekb
68059	GO:0016020	sec61g
68060	GO:0006886	sec61g
68061	GO:0015031	sec61g
68062	GO:0005789	sec61g
68063	GO:0008320	sec61g
68064	GO:0006605	sec61g
68065	GO:0031204	sec61g
68066	GO:0071261	sec61g
68068	GO:0043161	rad23aa
68069	GO:0006289	rad23aa
68070	GO:0003684	rad23aa
68071	GO:0005515	rad23aa
68073	GO:0016020	sgce
