go_id	external_gene_name
16292	GO:0071222	tet1
16293	GO:0070579	tet1
16294	GO:0006211	tet1
16295	GO:0070989	tet1
16296	GO:0080111	tet1
16297	GO:0032656	tet1
16298	GO:0044260	tet1
16299	GO:0044238	tet1
16300	GO:0006807	tet1
16301	GO:0043412	tet1
16303	GO:0003676	pno1
16304	GO:0003723	pno1
16306	GO:0000978	znf395b
16307	GO:0003700	znf395b
16308	GO:0005634	znf395b
16309	GO:0006357	znf395b
16311	GO:0005634	smc2
16312	GO:0003682	smc2
16313	GO:0005524	smc2
16314	GO:0007049	smc2
16315	GO:0005694	smc2
16316	GO:0016887	smc2
16317	GO:0007076	smc2
16318	GO:0051276	smc2
16319	GO:0000785	smc2
16320	GO:0030261	smc2
16321	GO:0000793	smc2
16322	GO:0005515	smc2
16323	GO:0000796	smc2
16325	GO:0016020	cdh10a
16326	GO:0005886	cdh10a
16327	GO:0046872	cdh10a
16328	GO:0005509	cdh10a
16329	GO:0007155	cdh10a
16330	GO:0045296	cdh10a
16331	GO:0000902	cdh10a
16332	GO:0007043	cdh10a
16333	GO:0007156	cdh10a
16334	GO:0016339	cdh10a
16335	GO:0034332	cdh10a
16336	GO:0098609	cdh10a
16337	GO:0016342	cdh10a
16338	GO:0005912	cdh10a
16339	GO:0098742	cdh10a
16340	GO:0016020	prrt2
16341	GO:0016021	prrt2
16342	GO:0005515	gorasp1a
16343	GO:0016020	gpr25
16344	GO:0004930	gpr25
16345	GO:0007165	gpr25
16346	GO:0007186	gpr25
16347	GO:0005886	gpr25
16348	GO:0060182	gpr25
16349	GO:0060183	gpr25
16350	GO:0016021	gpr25
16352	GO:0043565	snapc1b
16353	GO:0042795	snapc1b
16354	GO:0042796	snapc1b
16355	GO:0019185	snapc1b
16357	GO:2000369	picalma
16358	GO:0030136	picalma
16359	GO:0030276	picalma
16360	GO:0005545	picalma
16361	GO:0048268	picalma
16362	GO:0005543	picalma
16363	GO:0000149	picalma
16364	GO:0008021	picalma
16365	GO:0016185	picalma
16366	GO:0005546	picalma
16367	GO:0032050	picalma
16368	GO:0006900	picalma
16369	GO:0072583	picalma
16370	GO:0005905	picalma
16371	GO:0098894	picalma
16373	GO:0016020	slc6a15
16374	GO:0005886	slc6a15
16375	GO:0015293	slc6a15
16376	GO:0035725	slc6a15
16377	GO:0003333	slc6a15
16378	GO:1903825	slc6a15
16379	GO:0015820	slc6a15
16380	GO:0005298	slc6a15
16381	GO:0016021	slc6a15
16382	GO:0006355	mycbp
16383	GO:0005634	mycbp
16384	GO:0003713	mycbp
16385	GO:0045880	mycbp
16386	GO:0045893	mycbp
16389	GO:0004672	map2k2b
16390	GO:0005524	map2k2b
16391	GO:0006468	map2k2b
16392	GO:0000166	map2k2b
16393	GO:0004674	map2k2b
16394	GO:0000165	map2k2b
16395	GO:0004708	map2k2b
16398	GO:0005575	zgc:112966
16399	GO:0008150	zgc:112966
16400	GO:0003674	zgc:112966
16402	GO:0016020	itga11b
16403	GO:0046872	itga11b
16404	GO:0007155	itga11b
16405	GO:0009897	itga11b
16406	GO:0007229	itga11b
16407	GO:0008305	itga11b
16408	GO:0098609	itga11b
16409	GO:0007160	itga11b
16410	GO:0005178	itga11b
16411	GO:0033627	itga11b
16412	GO:0046983	ferd3l
16413	GO:0000978	si:dkeyp-53e4.2
16414	GO:0006355	si:dkeyp-53e4.2
16415	GO:0000981	si:dkeyp-53e4.2
16416	GO:0006357	si:dkeyp-53e4.2
16417	GO:0005575	zgc:56699
16418	GO:0046872	zgc:56699
16419	GO:0007283	zgc:56699
16423	GO:0016787	ggh
16424	GO:0005576	ggh
16425	GO:0005615	ggh
16426	GO:0008242	ggh
16427	GO:0034722	ggh
16428	GO:0046900	ggh
16429	GO:0005773	ggh
16430	GO:0006760	ggh
16431	GO:0110165	ggh
16433	GO:0005829	rbm24b
16434	GO:0003676	rbm24b
16435	GO:0005634	rbm24b
16436	GO:0003723	rbm24b
16437	GO:0003730	rbm24b
16438	GO:0000381	rbm24b
16439	GO:0001947	rbm24b
16440	GO:0048702	rbm24b
16441	GO:0007519	rbm24b
16442	GO:0001756	rbm24b
16443	GO:0006397	rbm24b
16444	GO:0048255	rbm24b
16445	GO:0003228	rbm24b
16446	GO:0003229	rbm24b
16447	GO:0072359	rbm24b
16448	GO:0010831	rbm24b
16449	GO:0046872	ftr11
16450	GO:0008270	ftr11
16451	GO:0005515	ftr11
16453	GO:0005737	nadsyn1
16454	GO:0009435	nadsyn1
16455	GO:0006807	nadsyn1
16456	GO:0003952	nadsyn1
16457	GO:0004359	nadsyn1
16458	GO:0005524	nadsyn1
16459	GO:0007165	pik3r2
16460	GO:0046935	pik3r2
16461	GO:0005942	pik3r2
16462	GO:0046854	pik3r2
16463	GO:0008286	pik3r2
16464	GO:0043551	pik3r2
16465	GO:0005515	pik3r2
16467	GO:0016020	ndufa3
16468	GO:0005739	ndufa3
16469	GO:0005743	ndufa3
16470	GO:0070469	ndufa3
16471	GO:0003674	ndufa3
16472	GO:0005747	ndufa3
16473	GO:0000977	BX005417.2
16474	GO:0005634	BX005417.2
16475	GO:0006357	BX005417.2
16476	GO:0000981	BX005417.2
16477	GO:0016787	ctsd
16478	GO:0006508	ctsd
16479	GO:0005615	ctsd
16480	GO:0008233	ctsd
16481	GO:0005764	ctsd
16482	GO:0004190	ctsd
16483	GO:0009617	ctsd
16484	GO:0003406	ctsd
16485	GO:0061061	ctsd
16488	GO:0005737	qdprb2
16489	GO:0004155	qdprb2
16490	GO:0070402	qdprb2
16491	GO:0070404	qdprb2
16492	GO:0006559	qdprb2
16493	GO:0006729	qdprb2
16494	GO:0001578	prc1b
16495	GO:0032465	prc1b
16496	GO:0000226	prc1b
16497	GO:0008017	prc1b
16498	GO:0005856	prc1b
16499	GO:0005737	prc1b
16500	GO:0005819	prc1b
16501	GO:0051256	prc1b
16502	GO:1990023	prc1b
16504	GO:0005634	bmi1a
16505	GO:0046872	bmi1a
16506	GO:0005615	angpt2b
16507	GO:0005102	angpt2b
16508	GO:0062023	angpt2b
16509	GO:0030971	angpt2b
16510	GO:0001944	angpt2b
16511	GO:0001568	angpt2b
16512	GO:0048014	angpt2b
16513	GO:0016020	zgc:171717
16514	GO:0008150	zgc:171717
16515	GO:0030246	zgc:171717
16517	GO:0005525	zgc:153642
16518	GO:0000166	zgc:153642
16520	GO:0003677	top3b
16521	GO:0005634	top3b
16522	GO:0016853	top3b
16523	GO:0003917	top3b
16524	GO:0006265	top3b
16525	GO:0003916	top3b
16526	GO:0043229	top3b
16528	GO:0016787	cdc14b
16529	GO:0005737	cdc14b
16530	GO:0005730	cdc14b
16531	GO:0004725	cdc14b
16532	GO:0006470	cdc14b
16533	GO:0004721	cdc14b
16534	GO:0008138	cdc14b
16535	GO:0016791	cdc14b
16536	GO:0016311	cdc14b
16537	GO:0004722	cdc14b
16538	GO:0000226	cdc14b
16539	GO:0072686	cdc14b
16540	GO:0060271	cdc14b
16541	GO:0000922	cdc14b
16542	GO:0032467	cdc14b
16543	GO:0005819	cdc14b
16544	GO:0000793	cdc14b
16545	GO:0007096	cdc14b
16546	GO:0043227	cdc14b
16547	GO:0043232	cdc14b
16548	GO:0017018	cdc14b
16550	GO:0051301	cdc14b
16551	GO:0005737	cdc42ep2
16552	GO:0005886	cdc42ep2
16553	GO:0007266	cdc42ep2
16554	GO:0008360	cdc42ep2
16555	GO:0005856	cdc42ep2
16556	GO:0012505	cdc42ep2
16557	GO:0030838	cdc42ep2
16558	GO:0031274	cdc42ep2
16560	GO:0005783	tapbpl
16561	GO:0050776	tapbpl
16562	GO:0003823	tapbpl
16563	GO:0016020	tapbpl
16564	GO:0019885	tapbpl
16565	GO:0005524	kifc1
16566	GO:0005634	kifc1
16567	GO:0000166	kifc1
16568	GO:0016887	kifc1
16569	GO:0007018	kifc1
16570	GO:0008017	kifc1
16571	GO:0005874	kifc1
16572	GO:0003777	kifc1
16573	GO:0005815	kifc1
16574	GO:0003774	kifc1
16575	GO:0005871	kifc1
16576	GO:0072686	kifc1
16577	GO:0090307	kifc1
16578	GO:0048731	kifc1
16579	GO:0005840	rps3a
16580	GO:0006412	rps3a
16581	GO:0003735	rps3a
16583	GO:0003677	hmga1b
16584	GO:0006355	hmga1b
16585	GO:0005634	hmga1b
16586	GO:0003712	hmga1b
16587	GO:0000785	hmga1b
16588	GO:0006351	hmga1b
16591	GO:0016020	MFSD3
16592	GO:0055085	MFSD3
16593	GO:1902600	MFSD3
16594	GO:0022857	MFSD3
16595	GO:0015295	MFSD3
16597	GO:0005737	birc5a
16598	GO:0043066	birc5a
16599	GO:0005634	birc5a
16600	GO:0022008	birc5a
16601	GO:0007507	birc5a
16602	GO:0051726	birc5a
16603	GO:0001570	birc5a
16604	GO:0001525	birc5a
16605	GO:0048514	birc5a
16606	GO:0043027	birc5a
16607	GO:0006915	birc5a
16608	GO:0005876	birc5a
16609	GO:0043154	birc5a
16610	GO:0045766	birc5a
16611	GO:0030182	birc5a
16612	GO:0043523	birc5a
16613	GO:0003779	arpc4
16614	GO:0005737	arpc4
16615	GO:0005856	arpc4
16616	GO:0051015	arpc4
16617	GO:0034314	arpc4
16618	GO:0042995	arpc4
16619	GO:0030041	arpc4
16620	GO:0015629	arpc4
16621	GO:0005885	arpc4
16622	GO:0030833	arpc4
16624	GO:0007018	kif11
16625	GO:0003777	kif11
16626	GO:0008017	kif11
16627	GO:0005524	kif11
16630	GO:0016020	sort1b
16631	GO:0005794	sort1b
16632	GO:0071466	sort1b
16633	GO:0005829	sort1b
16634	GO:0006897	sort1b
16635	GO:0006892	sort1b
16636	GO:0006895	sort1b
16637	GO:0016050	sort1b
16638	GO:0005515	sort1b
16639	GO:0016021	sort1b
16640	GO:0005085	arhgef9a
16641	GO:0005515	arhgef9a
16643	GO:0005737	arhgef9a
16644	GO:0005829	arhgef9a
16645	GO:0099572	arhgef9a
16646	GO:0014069	arhgef9a
16647	GO:0098982	arhgef9a
16648	GO:0099150	arhgef9a
16649	GO:0016020	eva1ba
16651	GO:0005737	traf2a
16652	GO:0046872	traf2a
16653	GO:0042981	traf2a
16654	GO:0007165	traf2a
16655	GO:0005515	traf2a
16656	GO:0008270	traf2a
16657	GO:0000976	nfe2l2a
16658	GO:0003677	nfe2l2a
16659	GO:0003700	nfe2l2a
16660	GO:0006355	nfe2l2a
16661	GO:0005634	nfe2l2a
16662	GO:0000978	nfe2l2a
16663	GO:0005737	nfe2l2a
16664	GO:0006357	nfe2l2a
16665	GO:0000981	nfe2l2a
16666	GO:0046982	nfe2l2a
16667	GO:0071466	nfe2l2a
16668	GO:0006979	nfe2l2a
16669	GO:0005667	nfe2l2a
16670	GO:0045893	nfe2l2a
16671	GO:0034599	nfe2l2a
16672	GO:0071379	nfe2l2a
16675	GO:0005852	eif3hb
16676	GO:0008233	eif3hb
16677	GO:0008237	eif3hb
16678	GO:0003743	eif3hb
16679	GO:0005737	eif3hb
16680	GO:0005515	eif3hb
16684	GO:0020037	soul5l
16685	GO:0110165	soul5l
16687	GO:0016020	cysltr3
16688	GO:0004930	cysltr3
16689	GO:0007186	cysltr3
16690	GO:0005886	cysltr3
16691	GO:0038023	cysltr3
16692	GO:0016021	cysltr3
16696	GO:0005102	si:ch211-67f13.8
16697	GO:0009897	si:ch211-67f13.8
16698	GO:0001817	si:ch211-67f13.8
16699	GO:0050852	si:ch211-67f13.8
16700	GO:0016020	si:ch73-111e15.1
16701	GO:0009897	si:ch73-111e15.1
16702	GO:0006955	si:ch73-111e15.1
16703	GO:0030246	si:ch73-111e15.1
16705	GO:0006659	ptdss1a
16706	GO:0106245	ptdss1a
16707	GO:0005515	cntn3a.1
16711	GO:0005515	ppfibp2b
16712	GO:0050808	ppfibp2b
16713	GO:0048786	ppfibp2b
16714	GO:0007528	ppfibp2b
16715	GO:0005739	si:dkey-28e7.3
16716	GO:0005769	si:dkey-28e7.3
16718	GO:0023051	cbl
16719	GO:0001784	cbl
16720	GO:0004842	cbl
16721	GO:0007166	cbl
16722	GO:0005509	cbl
16723	GO:0005515	cbl
16724	GO:0097428	mms19
16725	GO:0004867	si:dkey-203a12.2
16726	GO:0030414	si:dkey-203a12.2
16727	GO:0010466	si:dkey-203a12.2
16728	GO:0005515	si:dkey-203a12.2
16730	GO:0016020	slitrk4
16731	GO:0007409	slitrk4
16732	GO:0098978	slitrk4
16733	GO:0051965	slitrk4
16734	GO:1905606	slitrk4
16735	GO:0005515	slitrk4
16736	GO:0016021	slitrk4
16737	GO:0005634	fam50a
16739	GO:0016020	palm3
16740	GO:0005575	palm3
16741	GO:0008150	palm3
16742	GO:0003674	palm3
16743	GO:0008360	palm3
16744	GO:0000981	isl1l
16745	GO:0006355	isl1l
16746	GO:0003677	isl1l
16747	GO:0003677	ahrrb
16748	GO:0003700	ahrrb
16749	GO:0006355	ahrrb
16750	GO:0005634	ahrrb
16751	GO:0046983	ahrrb
16752	GO:0006357	ahrrb
16753	GO:0005737	ahrrb
16754	GO:0010468	ahrrb
16755	GO:0071466	ahrrb
16756	GO:0005667	ahrrb
16757	GO:0030522	ahrrb
16758	GO:0000976	ahrrb
16759	GO:0004879	ahrrb
16760	GO:0009410	ahrrb
16761	GO:0006805	ahrrb
16762	GO:0034751	ahrrb
16763	GO:0004674	oxsr1a
16764	GO:0004672	oxsr1a
16765	GO:0035556	oxsr1a
16766	GO:0006468	oxsr1a
16767	GO:0005524	oxsr1a
16768	GO:0005737	oxsr1a
16769	GO:0005829	oxsr1a
16770	GO:0000166	oxsr1a
16771	GO:0016301	oxsr1a
16772	GO:0016310	oxsr1a
16773	GO:0018107	oxsr1a
16774	GO:0010820	oxsr1a
16775	GO:1901017	oxsr1a
16776	GO:0003677	gsx1
16777	GO:0003700	gsx1
16778	GO:0006355	gsx1
16779	GO:0005634	gsx1
16780	GO:0000978	gsx1
16781	GO:0045944	gsx1
16782	GO:0006357	gsx1
16783	GO:0000981	gsx1
16784	GO:0007417	gsx1
16785	GO:0030182	gsx1
16788	GO:0003723	tbrg4
16789	GO:0005759	tbrg4
16790	GO:0035770	tbrg4
16791	GO:0044528	tbrg4
16792	GO:0000963	tbrg4
16793	GO:0046983	mxi1
16795	GO:0016020	si:rp71-1i20.1
16797	GO:0005886	igf2r
16798	GO:0005802	igf2r
16799	GO:0038023	igf2r
16800	GO:0005770	igf2r
16801	GO:0005537	igf2r
16802	GO:0005520	igf2r
16803	GO:0007041	igf2r
16804	GO:0016020	igf2r
16807	GO:0005634	kdm4ab
16808	GO:0006338	kdm4ab
16809	GO:0046872	kdm4ab
16810	GO:0016491	kdm4ab
16811	GO:0032452	kdm4ab
16812	GO:0048514	kdm4ab
16813	GO:0006325	kdm4ab
16814	GO:0032454	kdm4ab
16815	GO:0051213	kdm4ab
16816	GO:0051864	kdm4ab
16817	GO:0043229	kdm4ab
16818	GO:0016570	kdm4ab
16819	GO:0140684	kdm4ab
16820	GO:0030515	nop10
16821	GO:0042254	nop10
16822	GO:0001522	nop10
16825	GO:0016020	cnga1a
16826	GO:0055085	cnga1a
16827	GO:0005216	cnga1a
16828	GO:0006811	cnga1a
16829	GO:0005886	cnga1a
16830	GO:0050896	cnga1a
16831	GO:0005222	cnga1a
16832	GO:0005223	cnga1a
16833	GO:0030553	cnga1a
16834	GO:0044877	cnga1a
16835	GO:0098655	cnga1a
16836	GO:0017071	cnga1a
16839	GO:0043009	rpl6
16840	GO:0003723	rpl6
16841	GO:0031016	rpl6
16842	GO:0003735	rpl6
16843	GO:0006412	rpl6
16844	GO:0005840	rpl6
16845	GO:1990904	rpl6
16846	GO:0000027	rpl6
16847	GO:0022625	rpl6
16848	GO:0002181	rpl6
16849	GO:0120103	si:ch211-169p10.1
16850	GO:0005737	si:ch211-169p10.1
16851	GO:0035091	pxdc1a
16853	GO:0005515	zfand4
16854	GO:0008270	zfand4
16855	GO:0008514	abcc2
16856	GO:0042626	abcc2
16857	GO:0005887	abcc2
16858	GO:0055085	abcc2
16859	GO:0022857	abcc2
16860	GO:0005524	abcc2
16861	GO:0016021	abcc2
16862	GO:0140359	abcc2
16864	GO:0016020	lrrc59
16865	GO:0005515	lrrc59
16866	GO:0005575	zgc:123278
16867	GO:0015031	zgc:123278
16868	GO:0043130	zgc:123278
16869	GO:0000813	zgc:123278
16870	GO:0008333	zgc:123278
16871	GO:0036211	zgc:123278
16873	GO:0003676	znfl1g
16874	GO:0008270	znfl1g
16875	GO:0003676	hnrnpr
16876	GO:0003723	hnrnpr
16877	GO:0005634	hnrnpr
16878	GO:1990904	hnrnpr
16879	GO:0003729	hnrnpr
16880	GO:0048846	hnrnpr
16882	GO:0051536	dpyda.1
16883	GO:0005829	dpyda.1
16884	GO:0002058	dpyda.1
16885	GO:0017113	dpyda.1
16886	GO:0050661	dpyda.1
16887	GO:0006210	dpyda.1
16888	GO:0006212	dpyda.1
16890	GO:0004222	uqcrc2b
16891	GO:0006508	uqcrc2b
16892	GO:0046872	uqcrc2b
16893	GO:0005739	uqcrc2b
16894	GO:0000981	otx5
16895	GO:0007275	otx5
16896	GO:0003700	otx5
16897	GO:0005634	otx5
16898	GO:0006355	otx5
16899	GO:0003677	otx5
16901	GO:0016020	nkain1
16902	GO:0005886	nkain1
16903	GO:0002028	nkain1
16904	GO:0046872	rnf114
16905	GO:0006511	rnf114
16906	GO:0061630	rnf114
16907	GO:0000209	rnf114
16908	GO:0016567	rnf114
16909	GO:0030154	rnf114
16910	GO:0007283	rnf114
16912	GO:0003677	tbx4
16913	GO:0003700	tbx4
16914	GO:0006355	tbx4
16915	GO:0005634	tbx4
16916	GO:0000978	tbx4
16917	GO:0006357	tbx4
16918	GO:0000981	tbx4
16919	GO:0045893	tbx4
16920	GO:0001525	tbx4
16921	GO:0001708	tbx4
16922	GO:0033340	tbx4
16923	GO:0035116	tbx4
16924	GO:0035119	tbx4
16925	GO:0048513	tbx4
16926	GO:0009653	tbx4
16927	GO:0060429	tbx4
16928	GO:0009790	tbx4
16930	GO:0005634	rrn3
16931	GO:0003743	rrn3
16932	GO:0006413	rrn3
16933	GO:0001042	rrn3
16934	GO:0001181	rrn3
16935	GO:0006361	rrn3
16936	GO:0016020	illr2
16937	GO:0009897	illr2
16938	GO:0030246	illr2
16941	GO:0003677	atf1
16942	GO:0003700	atf1
16943	GO:0006355	atf1
16944	GO:0005634	atf1
16945	GO:0000978	atf1
16946	GO:0006357	atf1
16947	GO:0000981	atf1
16948	GO:0050896	atf1
16949	GO:0005667	atf1
16950	GO:0046982	atf1
16951	GO:0043565	atf1
16952	GO:0005515	atf1
16953	GO:1990589	atf1
16955	GO:0016020	ptges
16956	GO:0016740	ptges
16957	GO:0042074	ptges
16958	GO:0004364	ptges
16959	GO:0001516	ptges
16960	GO:0050220	ptges
16961	GO:0016021	ptges
16963	GO:0006301	rad18
16964	GO:0006513	rad18
16965	GO:0061630	rad18
16966	GO:0006281	rad18
16967	GO:0003697	rad18
16968	GO:0003677	rad18
16970	GO:0016020	kcna4
16971	GO:0006811	kcna4
16972	GO:0055085	kcna4
16973	GO:0005216	kcna4
16974	GO:0005886	kcna4
16975	GO:0005244	kcna4
16976	GO:0006813	kcna4
16977	GO:0034765	kcna4
16978	GO:0042995	kcna4
16979	GO:0005249	kcna4
16980	GO:0030424	kcna4
16981	GO:0043197	kcna4
16982	GO:0071805	kcna4
16983	GO:0008076	kcna4
16984	GO:0005251	kcna4
16985	GO:0030955	kcna4
16986	GO:0005267	kcna4
16987	GO:0051260	kcna4
16988	GO:0005515	kcna4
16989	GO:0016021	kcna4
16990	GO:0110165	kcna4
16992	GO:0005230	si:ch211-39a7.1
16993	GO:0034220	si:ch211-39a7.1
16994	GO:0004888	si:ch211-39a7.1
16995	GO:0045211	si:ch211-39a7.1
16996	GO:0022848	si:ch211-39a7.1
16997	GO:0005216	si:ch211-39a7.1
16998	GO:0006811	si:ch211-39a7.1
16999	GO:0016021	si:ch211-39a7.1
17000	GO:0035556	si:dkey-22a18.2
17001	GO:0005515	si:dkey-22a18.2
17003	GO:0000978	si:dkeyp-85d8.5
17004	GO:0006355	si:dkeyp-85d8.5
17005	GO:0000981	si:dkeyp-85d8.5
17006	GO:0006357	si:dkeyp-85d8.5
17008	GO:0009897	si:ch211-133n4.11
17009	GO:0030246	si:ch211-133n4.11
17010	GO:0005540	vcana
17011	GO:0007155	vcana
17012	GO:0005509	vcana
17013	GO:0007417	vcana
17014	GO:0031012	vcana
17015	GO:0001501	vcana
17016	GO:0003203	vcana
17017	GO:0035775	vcana
17018	GO:0003093	vcana
17019	GO:0005515	il23r
17020	GO:0043235	il23r
17021	GO:0009897	il23r
17022	GO:0004896	il23r
17023	GO:0019221	il23r
17024	GO:0019955	il23r
17025	GO:0046983	hey1
17026	GO:0006355	hey1
17027	GO:0003677	hey1
17028	GO:0016020	si:dkey-58b18.3
17029	GO:0005737	si:dkey-58b18.3
17030	GO:0004672	si:dkey-58b18.3
17031	GO:0004674	si:dkey-58b18.3
17032	GO:0005524	si:dkey-58b18.3
17033	GO:0006468	si:dkey-58b18.3
17034	GO:0007346	si:dkey-58b18.3
17035	GO:0043066	si:dkey-58b18.3
17036	GO:0046777	si:dkey-58b18.3
17038	GO:0016740	plk3
17039	GO:0005737	plk3
17040	GO:0004672	plk3
17041	GO:0004674	plk3
17042	GO:0005524	plk3
17043	GO:0006468	plk3
17044	GO:0005634	plk3
17045	GO:0000166	plk3
17046	GO:0016301	plk3
17047	GO:0016310	plk3
17048	GO:0005813	plk3
17049	GO:0000278	plk3
17050	GO:0006974	plk3
17051	GO:0000922	plk3
17052	GO:0032465	plk3
17053	GO:0044819	plk3
17054	GO:0090166	plk3
17055	GO:0005515	plk3
17056	GO:0006355	vgll4a
17057	GO:0045892	vgll4a
17058	GO:0001223	vgll4a
17059	GO:0005634	prpf40a
17060	GO:0003723	prpf40a
17061	GO:0000398	prpf40a
17062	GO:0005685	prpf40a
17063	GO:0071004	prpf40a
17064	GO:0045292	prpf40a
17065	GO:0005515	prpf40a
17066	GO:0015031	zgc:114173
17067	GO:0003674	zgc:114173
17068	GO:0006886	zgc:114173
17069	GO:0000813	zgc:114173
17070	GO:0006612	zgc:114173
17071	GO:0006623	zgc:114173
17072	GO:0043162	zgc:114173
17073	GO:0005768	zgc:114173
17074	GO:0010008	zgc:114173
17075	GO:0031902	zgc:114173
17076	GO:0007034	zgc:114173
17077	GO:0072666	zgc:114173
17078	GO:0016740	pimr181
17079	GO:0005737	pimr181
17080	GO:0004672	pimr181
17081	GO:0004674	pimr181
17082	GO:0005524	pimr181
17083	GO:0006468	pimr181
17084	GO:0007346	pimr181
17085	GO:0043066	pimr181
17086	GO:0046777	pimr181
17087	GO:0046872	cat
17088	GO:0016491	cat
17089	GO:0020037	cat
17090	GO:0006979	cat
17091	GO:0098869	cat
17092	GO:0004096	cat
17093	GO:0004601	cat
17094	GO:0042744	cat
17095	GO:0005777	cat
17097	GO:0046872	si:dkey-85k7.11
17098	GO:0003676	si:dkey-85k7.11
17099	GO:0016787	si:dkey-85k7.11
17100	GO:0051260	kctd7
17101	GO:0005515	kctd7
17102	GO:0005737	si:dkey-219e21.2
17103	GO:0061630	si:dkey-219e21.2
17104	GO:0016567	si:dkey-219e21.2
17105	GO:0005515	si:dkey-219e21.2
17106	GO:0007165	csnk1a1
17107	GO:0004672	csnk1a1
17108	GO:0004674	csnk1a1
17109	GO:0005524	csnk1a1
17110	GO:0006468	csnk1a1
17111	GO:0005634	csnk1a1
17112	GO:0005737	csnk1a1
17113	GO:0000166	csnk1a1
17114	GO:0016301	csnk1a1
17115	GO:0016310	csnk1a1
17116	GO:0007507	csnk1a1
17117	GO:0018105	csnk1a1
17118	GO:0090090	csnk1a1
17120	GO:0005515	rnf151
17121	GO:0008270	rnf151
17122	GO:0005575	crygm2d10
17123	GO:0007601	crygm2d10
17124	GO:0005212	crygm2d10
17125	GO:0002088	crygm2d10
17127	GO:0005634	syne1b
17128	GO:0016020	syne1b
17129	GO:0003779	syne1b
17130	GO:0005737	syne1b
17131	GO:0051015	syne1b
17132	GO:0007507	syne1b
17133	GO:0005635	syne1b
17134	GO:0007097	syne1b
17135	GO:0005640	syne1b
17136	GO:0034993	syne1b
17137	GO:0005515	syne1b
17138	GO:0016021	syne1b
17139	GO:0051641	syne1b
17141	GO:0005737	ppp1r14c
17142	GO:0004864	ppp1r14c
17143	GO:0004865	ppp1r14c
17144	GO:0042325	ppp1r14c
17145	GO:0005737	arpc5la
17146	GO:0005856	arpc5la
17147	GO:0051015	arpc5la
17148	GO:0016477	arpc5la
17149	GO:0034314	arpc5la
17150	GO:0015629	arpc5la
17151	GO:0030833	arpc5la
17152	GO:0005885	arpc5la
17153	GO:0004672	nuak2
17154	GO:0006468	nuak2
17155	GO:0005524	nuak2
17157	GO:0016787	inppl1a
17158	GO:0003824	inppl1a
17159	GO:0016791	inppl1a
17160	GO:0046856	inppl1a
17161	GO:0005515	inppl1a
17162	GO:0016740	rfk
17163	GO:0005524	rfk
17164	GO:0000166	rfk
17165	GO:0005739	rfk
17166	GO:0008531	rfk
17167	GO:0006771	rfk
17168	GO:0009231	rfk
17169	GO:0009398	rfk
17172	GO:0000977	si:dkey-237m9.1
17173	GO:0005634	si:dkey-237m9.1
17174	GO:0006357	si:dkey-237m9.1
17175	GO:0000981	si:dkey-237m9.1
17176	GO:0004672	mylk4b
17177	GO:0006468	mylk4b
17178	GO:0005524	mylk4b
17179	GO:0004935	adra1bb
17180	GO:0055117	adra1bb
17181	GO:0006937	adra1bb
17182	GO:0004937	adra1bb
17183	GO:0019229	adra1bb
17184	GO:0004930	adra1bb
17185	GO:0016021	adra1bb
17186	GO:0007186	adra1bb
17187	GO:0005509	slit1a
17188	GO:0005576	slit1a
17189	GO:0005615	slit1a
17190	GO:0007411	slit1a
17191	GO:0050919	slit1a
17192	GO:0008201	slit1a
17193	GO:0007399	slit1a
17194	GO:0021602	slit1a
17195	GO:0048495	slit1a
17196	GO:0045773	slit1a
17197	GO:0005515	slit1a
17198	GO:0016043	slit1a
17199	GO:0048468	slit1a
17202	GO:0004342	gnpda2
17203	GO:0006044	gnpda2
17204	GO:0005975	gnpda2
17205	GO:0005524	kif20bb
17206	GO:0005634	kif20bb
17207	GO:0000166	kif20bb
17208	GO:0016887	kif20bb
17209	GO:0007018	kif20bb
17210	GO:0008017	kif20bb
17211	GO:0003777	kif20bb
17212	GO:0005874	kif20bb
17213	GO:0003774	kif20bb
17214	GO:0005871	kif20bb
17215	GO:0007088	kif20bb
17216	GO:0048731	kif20bb
17217	GO:0007165	ecm1a
17218	GO:0005576	ecm1a
17219	GO:0005615	ecm1a
17220	GO:0062023	ecm1a
17221	GO:0030500	ecm1a
17222	GO:0055085	SLC15A5
17223	GO:0022857	SLC15A5
17224	GO:0016020	SLC15A5
17225	GO:0003677	zgc:165555
17226	GO:0005634	zgc:165555
17227	GO:0005694	zgc:165555
17228	GO:0046982	zgc:165555
17229	GO:0000786	zgc:165555
17230	GO:0006334	zgc:165555
17231	GO:0030527	zgc:165555
17232	GO:0004672	trib3
17233	GO:0005524	trib3
17234	GO:0006468	trib3
17235	GO:0005634	trib3
17236	GO:0001947	trib3
17237	GO:0032436	trib3
17238	GO:0007368	trib3
17239	GO:0043405	trib3
17240	GO:0031434	trib3
17241	GO:0003714	trib3
17242	GO:0005739	mrpl41
17243	GO:0003735	mrpl41
17244	GO:0005840	mrpl41
17245	GO:1990904	mrpl41
17246	GO:0005762	mrpl41
17247	GO:0005737	si:dkey-11m19.5
17248	GO:0005856	si:dkey-11m19.5
17249	GO:0005524	si:dkey-11m19.5
17250	GO:0000166	si:dkey-11m19.5
17251	GO:0045505	si:dkey-11m19.5
17252	GO:0007018	si:dkey-11m19.5
17253	GO:0003341	si:dkey-11m19.5
