SYMBOL	PATH
4703	GAB1	05211
4704	GABBR1	04080
4707	GABRA1	04080
4708	GABRA2	04080
4709	GABRA3	04080
4710	GABRA4	04080
4711	GABRA5	04080
4712	GABRA6	04080
4713	GABRB1	04080
4714	GABRB2	04080
4715	GABRB3	04080
4716	GABRD	04080
4717	GABRE	04080
4718	GABRG1	04080
4719	GABRG2	04080
4720	GABRG3	04080
4721	GABRP	04080
4722	GABRR1	04080
4723	GABRR2	04080
4724	GAD1	00250
4725	GAD1	00410
4726	GAD1	00430
4727	GAD1	00650
4728	GAD1	01100
4729	GAD1	04940
4730	GAD2	00250
4731	GAD2	00410
4732	GAD2	00430
4733	GAD2	00650
4734	GAD2	01100
4735	GAD2	04940
4742	GALC	00600
4743	GALC	01100
4744	GALC	04142
4745	GALE	00052
4746	GALE	00520
4747	GALE	01100
4748	B4GALNT1	00604
4749	B4GALNT1	01100
4750	GALK1	00052
4751	GALK1	00520
4752	GALK1	01100
4753	GALK2	00052
4754	GALK2	00520
4755	GALK2	01100
4756	GALR1	04080
4757	GALNS	00531
4758	GALNS	01100
4759	GALNS	04142
4760	GALNT1	00512
4761	GALNT1	01100
4762	GALNT2	00512
4763	GALNT2	01100
4764	GALNT3	00512
4765	GALNT3	01100
4766	GALT	00052
4767	GALT	00520
4768	GALT	01100
4769	GAMT	00260
4770	GAMT	00330
4771	GAMT	01100
4772	GANC	00052
4773	GANC	00500
4774	GANC	01100
4776	GAPDH	00010
4777	GAPDH	01100
4778	GAPDH	05010
4785	GARS1	00970
4786	GART	00230
4787	GART	00670
4788	GART	01100
4789	GAS1	04340
4798	GATM	00260
4799	GATM	00330
4800	GATM	01100
4801	GBA1	00511
4802	GBA1	00600
4803	GBA1	01100
4804	GBA1	04142
4807	GBE1	00500
4808	GBE1	01100
4815	GCDH	00071
4816	GCDH	00310
4817	GCDH	00380
4818	GCDH	01100
4820	GCGR	04080
4821	GCH1	00790
4822	GCH1	01100
4824	GCK	00010
4825	GCK	00052
4826	GCK	00500
4827	GCK	00520
4828	GCK	00524
4829	GCK	01100
4830	GCK	04910
4831	GCK	04930
4832	GCK	04950
4835	KAT2A	04330
4837	GCNT1	00512
4838	GCNT1	01100
4839	GCNT2	00601
4840	GCNT2	01100
4857	GFPT1	00250
4858	GFPT1	00520
4859	GFPT1	01100
4864	GGT1	00430
4865	GGT1	00460
4866	GGT1	00480
4867	GGT1	00590
4868	GGT1	01100
4871	B4GALT1	00052
4872	B4GALT1	00510
4873	B4GALT1	00514
4874	B4GALT1	00533
4875	B4GALT1	00601
4876	B4GALT1	01100
4877	GGT7	00430
4878	GGT7	00460
4879	GGT7	00480
4880	GGT7	00590
4881	GGT7	01100
4882	GGT5	00430
4883	GGT5	00460
4884	GGT5	00480
4885	GGT5	00590
4886	GGT5	01100
4887	GH1	04060
4888	GH1	04080
4889	GH1	04630
4890	GH2	04060
4891	GH2	04080
4892	GH2	04630
4893	GHR	04060
4894	GHR	04080
4895	GHR	04630
4897	GHRHR	04080
4898	GHSR	04080
4899	CBLIF	04977
4901	GIPR	04080
4902	GJA1	04540
4903	GJA1	05412
4913	GK	00561
4914	GK	01100
4915	GK	03320
4916	GK2	00561
4917	GK2	01100
4918	GK2	03320
4921	GLA	00052
4922	GLA	00561
4923	GLA	00600
4924	GLA	00603
4925	GLA	04142
4927	GLB1	00052
4928	GLB1	00511
4929	GLB1	00531
4930	GLB1	00600
4931	GLB1	00604
4932	GLB1	01100
4933	GLB1	04142
4938	GCLC	00480
4939	GCLC	01100
4940	GCLM	00480
4941	GCLM	01100
4942	GLDC	00260
4943	GLDC	01100
4946	GLG1	04514
4947	GLI1	04340
4948	GLI1	05200
4949	GLI1	05217
4950	GLI2	04340
4951	GLI2	05200
4952	GLI2	05217
4953	GLI3	04340
4954	GLI3	05200
4955	GLI3	05217
4957	GLO1	00620
4958	GLP1R	04080
4959	GLRA1	04080
4960	GLRA2	04080
4961	GLRB	04080
4962	GLS	00250
4963	GLS	00330
4964	GLS	00471
4965	GLS	00910
4966	GLS	01100
4967	GLS	04964
4969	GLUD1	00250
4970	GLUD1	00330
4971	GLUD1	00471
4972	GLUD1	00910
4973	GLUD1	01100
4974	GLUD1	04964
4975	GLUD2	00250
4976	GLUD2	00330
4977	GLUD2	00471
4978	GLUD2	00910
4979	GLUD2	01100
4980	GLUD2	04964
4984	GLUL	00250
4985	GLUL	00330
4986	GLUL	00910
4987	GLUL	01100
4991	GM2A	04142
4993	GMDS	00051
4994	GMDS	00520
4995	GMDS	01100
4998	GMPR	00230
4999	GNA11	04020
5000	GNA11	04270
5001	GNA11	04540
5002	GNA11	04730
5003	GNA11	04912
5004	GNA11	05142
5005	GNA11	05146
5006	GNA12	04010
5007	GNA12	04270
5008	GNA12	04730
5009	GNA12	04810
5010	GNA15	04020
5011	GNA15	05142
5012	GNA15	05146
5013	GNAI1	04062
5014	GNAI1	04360
5015	GNAI1	04530
5016	GNAI1	04540
5017	GNAI1	04670
5018	GNAI1	04730
5019	GNAI1	04914
5020	GNAI1	04916
5021	GNAI1	04971
5022	GNAI1	05142
5023	GNAI1	05145
5024	GNAI2	04062
5025	GNAI2	04360
5026	GNAI2	04530
5027	GNAI2	04540
5028	GNAI2	04670
5029	GNAI2	04730
5030	GNAI2	04914
5031	GNAI2	04916
5032	GNAI2	04971
5033	GNAI2	05142
5034	GNAI2	05145
5036	GNAI3	04062
5037	GNAI3	04360
5038	GNAI3	04530
5039	GNAI3	04540
5040	GNAI3	04670
5041	GNAI3	04730
5042	GNAI3	04914
5043	GNAI3	04916
5044	GNAI3	04971
5045	GNAI3	05142
5046	GNAI3	05145
5047	GNAL	04020
5048	GNAL	04740
5049	GNAL	05142
5050	GNAL	05146
5051	GNAO1	04730
5052	GNAO1	04916
5053	GNAO1	05142
5054	GNAO1	05145
5055	GNAQ	04020
5056	GNAQ	04270
5057	GNAQ	04540
5058	GNAQ	04720
5059	GNAQ	04730
5060	GNAQ	04912
5061	GNAQ	04916
5062	GNAQ	04970
5063	GNAQ	04971
5064	GNAQ	04972
5065	GNAQ	05010
5066	GNAQ	05016
5067	GNAQ	05142
5068	GNAQ	05143
5069	GNAQ	05146
5071	GNAS	04020
5072	GNAS	04270
5073	GNAS	04540
5074	GNAS	04730
5075	GNAS	04742
5076	GNAS	04912
5077	GNAS	04916
5078	GNAS	04962
5079	GNAS	04970
5080	GNAS	04971
5081	GNAS	04972
5082	GNAS	04976
5083	GNAS	05110
5084	GNAS	05142
5085	GNAS	05146
5086	GNAS	05414
5087	GNAT1	04744
5088	GNAT2	04744
5089	GNAZ	04730
5090	GNB1	04062
5091	GNB1	04742
5092	GNB1	04744
5093	GNB2	04062
5094	GNB3	04062
5095	GNB3	04742
5096	GNG3	04062
5097	GNG3	04742
5098	GNG4	04062
5099	GNG5	04062
5100	GNG7	04062
5102	GNG10	04062
5103	GNG11	04062
5104	GNGT1	04062
5105	GNGT1	04744
5106	GNGT2	04062
5108	GNRH1	04912
5109	GNRH2	04912
5110	GNRHR	04080
5111	GNRHR	04912
5112	GNS	00531
5113	GNS	01100
5114	GNS	04142
5120	GOT1	00250
5121	GOT1	00270
5122	GOT1	00330
5123	GOT1	00350
5124	GOT1	00360
5125	GOT1	00400
5126	GOT1	01100
5127	GOT2	00250
5128	GOT2	00270
5129	GOT2	00330
5130	GOT2	00350
5131	GOT2	00360
5132	GOT2	00400
5133	GOT2	01100
5134	GOT2	04975
5135	SFN	04110
5136	SFN	04115
5137	SFN	04960
5138	GP1BA	04512
5139	GP1BA	04640
5140	GP1BB	04512
5141	GP1BB	04640
5143	GP5	04512
5144	GP5	04640
5145	GP9	04512
5146	GP9	04640
5148	GPD1	00564
5149	GPD2	00564
5150	GPI	00010
5151	GPI	00030
5152	GPI	00500
5153	GPI	00520
5154	GPI	01100
5155	GPLD1	00563
5159	CCR10	04060
5160	CCR10	04062
5161	CCR10	04672
5164	XCR1	04060
5165	XCR1	04062
5167	NPBWR1	04080
5168	NPBWR2	04080
5169	CXCR3	04060
5170	CXCR3	04062
5171	PRLHR	04080
5173	UTS2R	04080
5181	LPAR4	04080
5182	MCHR1	04080
5192	GPR35	04080
5194	GPR37	05012
5195	MLNR	04080
5201	GRK4	04062
5202	GRK4	04144
5203	GRK5	04062
5204	GRK5	04144
5205	GRK6	04062
5206	GRK6	04144
5208	MKNK2	04010
5209	MKNK2	04910
5212	GPT	00250
5213	GPT	01100
5214	GPX1	00480
5215	GPX1	00590
5216	GPX1	05014
5217	GPX1	05016
5218	GPX2	00480
5219	GPX2	00590
5220	GPX3	00480
5221	GPX3	00590
5222	GPX4	00480
5223	GPX5	00480
5224	GPX5	00590
5225	GPX7	00480
5226	GPX7	00590
5228	GRB2	04010
5229	GRB2	04012
5230	GRB2	04062
5231	GRB2	04320
5232	GRB2	04380
5233	GRB2	04510
5234	GRB2	04540
5235	GRB2	04630
5236	GRB2	04650
5237	GRB2	04660
5238	GRB2	04662
5239	GRB2	04664
5240	GRB2	04722
5241	GRB2	04910
5242	GRB2	04912
5243	GRB2	05160
5244	GRB2	05200
5245	GRB2	05211
5246	GRB2	05213
5247	GRB2	05214
5248	GRB2	05215
5249	GRB2	05220
5250	GRB2	05221
5251	GRB2	05223
5255	RAPGEF1	04510
5256	RAPGEF1	04722
5257	RAPGEF1	04910
5258	RAPGEF1	05211
5259	GRIA1	04080
5260	GRIA1	04720
5261	GRIA1	04730
5262	GRIA1	05014
5263	GRIA2	04080
5264	GRIA2	04720
5265	GRIA2	04730
5266	GRIA2	05014
5267	GRIA3	04080
5268	GRIA3	04730
5269	GRIA4	04080
5270	GRID1	04080
5271	GRID2	04080
5272	GRID2	04730
5274	GRIK1	04080
5275	GRIK2	04080
5276	GRIK3	04080
5277	GRIK4	04080
5278	GRIK5	04080
5279	GRIN1	04020
5280	GRIN1	04080
5281	GRIN1	04720
5282	GRIN1	05010
5283	GRIN1	05014
5284	GRIN1	05016
5285	GRIN2A	04020
5286	GRIN2A	04080
5287	GRIN2A	04720
5288	GRIN2A	05010
5289	GRIN2A	05014
5290	GRIN2A	05322
5291	GRIN2B	04080
5292	GRIN2B	04720
5293	GRIN2B	05010
5294	GRIN2B	05014
5295	GRIN2B	05016
5296	GRIN2B	05322
5297	GRIN2C	04020
5298	GRIN2C	04080
5299	GRIN2C	04720
5300	GRIN2C	05010
5301	GRIN2C	05014
5302	GRIN2D	04020
5303	GRIN2D	04080
5304	GRIN2D	04720
5305	GRIN2D	05010
5306	GRIN2D	05014
5308	NR3C1	04080
5309	ARHGAP35	04510
5310	ARHGAP35	04670
5311	ARHGAP35	04810
5313	GRM1	04020
5314	GRM1	04080
5315	GRM1	04540
5316	GRM1	04720
5317	GRM1	04730
5318	GRM1	05016
5319	GRM2	04080
5320	GRM3	04080
5321	GRM4	04080
5322	GRM4	04742
5323	GRM5	04020
5324	GRM5	04080
5325	GRM5	04540
5326	GRM5	04720
5327	GRM5	04730
5328	GRM5	05016
5329	GRM6	04080
5330	GRM7	04080
5331	GRM8	04080
5332	CXCL1	04060
5333	CXCL1	04062
5334	CXCL1	04621
5335	CXCL1	05120
5336	CXCL1	05146
5337	CXCL1	05323
5338	CXCL2	04060
5339	CXCL2	04062
5340	CXCL2	04621
5341	CXCL3	04060
5342	CXCL3	04062
5344	PDIA3	04141
5345	PDIA3	04612
5346	GRPR	04020
5347	GRPR	04080
5350	GSK3A	04062
5351	GSK3B	04012
5352	GSK3B	04062
5353	GSK3B	04110
5354	GSK3B	04310
5355	GSK3B	04340
5356	GSK3B	04360
5357	GSK3B	04510
5358	GSK3B	04660
5359	GSK3B	04662
5360	GSK3B	04722
5361	GSK3B	04910
5362	GSK3B	04916
5363	GSK3B	05010
5364	GSK3B	05160
5365	GSK3B	05200
5366	GSK3B	05210
5367	GSK3B	05213
5368	GSK3B	05215
5369	GSK3B	05217
5371	GSN	04666
5372	GSN	04810
5373	GSPT1	03015
5374	GSR	00480
5375	GSS	00480
5376	GSS	01100
5377	GSTA1	00480
5378	GSTA1	00980
5379	GSTA1	00982
5380	GSTA2	00480
5381	GSTA2	00980
5382	GSTA2	00982
5383	GSTA3	00480
5384	GSTA3	00980
5385	GSTA3	00982
5386	GSTA4	00480
5387	GSTA4	00980
5388	GSTA4	00982
5390	GSTM1	00480
5391	GSTM1	00980
5392	GSTM1	00982
5393	GSTM2	00480
5394	GSTM2	00980
5395	GSTM2	00982
5396	GSTM3	00480
5397	GSTM3	00980
5398	GSTM3	00982
5399	GSTM4	00480
5400	GSTM4	00980
5401	GSTM4	00982
5402	GSTM5	00480
5403	GSTM5	00980
5404	GSTM5	00982
5405	GSTP1	00480
5406	GSTP1	00980
5407	GSTP1	00982
5408	GSTP1	05200
5409	GSTP1	05215
5411	GSTT1	00480
5412	GSTT1	00980
5413	GSTT1	00982
5414	GSTT2	00480
5415	GSTT2	00980
5416	GSTT2	00982
5417	GSTZ1	00350
5418	GSTZ1	00480
5419	GSTZ1	00980
5420	GSTZ1	00982
5421	GSTZ1	01100
5422	MSH6	03430
5423	MSH6	05200
5424	MSH6	05210
5425	GTF2A1	03022
5426	GTF2A2	03022
5427	GTF2B	03022
5428	GTF2E1	03022
5429	GTF2E2	03022
5430	GTF2F1	03022
5431	GTF2F2	03022
5433	GTF2H1	03022
5434	GTF2H1	03420
5435	GTF2H2	03022
5436	GTF2H2	03420
5437	GTF2H3	03022
5438	GTF2H3	03420
5439	GTF2H4	03022
5440	GTF2H4	03420
5441	GTF2I	03022
5449	GUCY1A2	00230
5450	GUCY1A2	04270
5451	GUCY1A2	04540
5452	GUCY1A2	04730
5453	GUCY1A2	04970
5454	GUCA1A	04740
5455	GUCA1A	04744
5456	GUCA1B	04740
5457	GUCA1B	04744
5460	GUCY1A1	00230
5461	GUCY1A1	04270
5462	GUCY1A1	04540
5463	GUCY1A1	04730
5464	GUCY1A1	04970
5465	GUCY1B1	00230
5466	GUCY1B1	04270
5467	GUCY1B1	04540
5468	GUCY1B1	04730
5469	GUCY1B1	04970
5470	GUCY2C	00230
5471	GUCY2F	00230
5472	GUCY2F	04744
5473	GUK1	00230
5474	GUK1	01100
5477	GUSB	00040
5478	GUSB	00500
5479	GUSB	00531
5480	GUSB	00860
5481	GUSB	00983
5482	GUSB	01100
5483	GUSB	04142
5485	GYPA	04640
5486	GYPA	05144
5487	GYPB	05144
5488	GYPC	05144
5490	GYS1	00500
5491	GYS1	04910
5492	GYS2	00500
5493	GYS2	04910
5495	GUCY2D	00230
5496	GUCY2D	04740
5497	GUCY2D	04744
5498	GZMA	04080
5499	GZMB	04650
5500	GZMB	04940
5501	GZMB	05320
5502	GZMB	05330
5503	GZMB	05332
5512	H2AC8	05322
5513	H2AC7	05322
5514	H2AX	05322
5515	H2AZ1	05322
5516	H2BC5	05322
5517	H2BC3	05322
5518	H3-3A	05322
5519	H3-3B	05322
5522	HSD17B10	00280
5523	HSD17B10	01100
5524	HSD17B10	05010
5525	HAGH	00620
5526	HADHA	00062
5527	HADHA	00071
5528	HADHA	00280
5529	HADHA	00310
5530	HADHA	00380
5531	HADHA	00410
5532	HADHA	00640
5533	HADHA	00650
5534	HADHA	01040
5535	HADHA	01100
5537	HADHB	00062
5538	HADHB	00071
5539	HADHB	00280
5540	HADHB	01100
5541	HADH	00062
5542	HADH	00071
5543	HADH	00280
5544	HADH	00310
5545	HADH	00380
5546	HADH	00650
5547	HADH	01100
5548	HAL	00340
5549	HAL	00910
5550	HAL	01100
5551	HARS1	00970
5555	HBA1	05143
5556	HBA1	05144
5557	HBA2	05143
5558	HBA2	05144
5561	HBB	05143
5562	HBB	05144
5564	HBD	05143
5565	HBD	05144
5572	HCCS	00860
5573	SERPIND1	04610
5575	HCK	04062
5576	HCK	04666
5579	HCLS1	04530
5580	HCLS1	05100
5581	HCLS1	05130
5582	HCLS1	05131
5584	HCRTR1	04080
5585	HCRTR2	04080
5587	HTT	05016
5588	HDAC1	04110
5589	HDAC1	04330
5590	HDAC1	05016
5591	HDAC1	05200
5592	HDAC1	05220
5593	HDAC2	04110
5594	HDAC2	04330
5595	HDAC2	05016
5596	HDAC2	05200
5597	HDAC2	05220
5598	HDC	00340
5599	HDC	01100
5603	NCKAP1L	04810
5604	HEXA	00511
5605	HEXA	00520
5606	HEXA	00531
5607	HEXA	00603
5608	HEXA	00604
5609	HEXA	01100
5610	HEXA	04142
5611	HEXB	00511
5612	HEXB	00520
5613	HEXB	00531
5614	HEXB	00603
5615	HEXB	00604
5616	HEXB	01100
5617	HEXB	04142
5618	CFH	04610
5619	CFH	05150
5623	HGD	00350
5624	HGD	01100
5625	HGF	04060
5626	HGF	04510
5627	HGF	05144
5628	HGF	05200
5629	HGF	05211
5630	HGF	05218
5632	NRG1	04012
5633	HHEX	04950
5635	HIF1A	04150
5636	HIF1A	05200
5637	HIF1A	05211
5638	HIP1	05016
5639	UBE2K	04120
5643	HK1	00010
5644	HK1	00051
5645	HK1	00052
5646	HK1	00500
5647	HK1	00520
5648	HK1	00524
5649	HK1	01100
5650	HK1	04910
5651	HK1	04930
5652	HK1	04973
5653	HK2	00010
5654	HK2	00051
5655	HK2	00052
5656	HK2	00500
5657	HK2	00520
5658	HK2	00524
5659	HK2	01100
5660	HK2	04910
5661	HK2	04930
5662	HK2	04973
5663	HK3	00010
5664	HK3	00051
5665	HK3	00052
5666	HK3	00500
5667	HK3	00520
5668	HK3	00524
5669	HK3	01100
5670	HK3	04910
5671	HK3	04930
5672	HK3	04973
5674	HLA-A	04144
5675	HLA-A	04145
5676	HLA-A	04514
5677	HLA-A	04612
5678	HLA-A	04650
5679	HLA-A	04940
5680	HLA-A	05320
5681	HLA-A	05330
5682	HLA-A	05332
5683	HLA-A	05416
5684	HLA-B	04144
5685	HLA-B	04145
5686	HLA-B	04514
5687	HLA-B	04612
5688	HLA-B	04650
5689	HLA-B	04940
5690	HLA-B	05320
5691	HLA-B	05330
5692	HLA-B	05332
5693	HLA-B	05416
5694	HLA-C	04144
5695	HLA-C	04145
5696	HLA-C	04514
5697	HLA-C	04612
5698	HLA-C	04650
5699	HLA-C	04940
5700	HLA-C	05320
5701	HLA-C	05330
5702	HLA-C	05332
5703	HLA-C	05416
5704	HLA-DMA	04145
5705	HLA-DMA	04514
5706	HLA-DMA	04612
5707	HLA-DMA	04672
5708	HLA-DMA	04940
5709	HLA-DMA	05140
5710	HLA-DMA	05145
5711	HLA-DMA	05150
5712	HLA-DMA	05310
5713	HLA-DMA	05320
5714	HLA-DMA	05322
5715	HLA-DMA	05323
5716	HLA-DMA	05330
5717	HLA-DMA	05332
5718	HLA-DMA	05416
5719	HLA-DMB	04145
5720	HLA-DMB	04514
5721	HLA-DMB	04612
5722	HLA-DMB	04672
5723	HLA-DMB	04940
5724	HLA-DMB	05140
5725	HLA-DMB	05145
5726	HLA-DMB	05150
5727	HLA-DMB	05310
5728	HLA-DMB	05320
5729	HLA-DMB	05322
5730	HLA-DMB	05323
5731	HLA-DMB	05330
5732	HLA-DMB	05332
5733	HLA-DMB	05416
5734	MNX1	04950
5735	HLA-DOA	04145
5736	HLA-DOA	04514
5737	HLA-DOA	04612
5738	HLA-DOA	04672
5739	HLA-DOA	04940
5740	HLA-DOA	05140
5741	HLA-DOA	05145
5742	HLA-DOA	05150
5743	HLA-DOA	05310
5744	HLA-DOA	05320
5745	HLA-DOA	05322
5746	HLA-DOA	05323
5747	HLA-DOA	05330
5748	HLA-DOA	05332
5749	HLA-DOA	05416
5750	HLA-DOB	04145
5751	HLA-DOB	04514
5752	HLA-DOB	04612
5753	HLA-DOB	04672
5754	HLA-DOB	04940
5755	HLA-DOB	05140
5756	HLA-DOB	05145
5757	HLA-DOB	05150
5758	HLA-DOB	05310
5759	HLA-DOB	05320
5760	HLA-DOB	05322
5761	HLA-DOB	05323
5762	HLA-DOB	05330
5763	HLA-DOB	05332
5764	HLA-DOB	05416
5765	HLA-DPA1	04145
5766	HLA-DPA1	04514
5767	HLA-DPA1	04612
5768	HLA-DPA1	04672
5769	HLA-DPA1	04940
5770	HLA-DPA1	05140
5771	HLA-DPA1	05145
5772	HLA-DPA1	05150
5773	HLA-DPA1	05310
5774	HLA-DPA1	05320
5775	HLA-DPA1	05322
5776	HLA-DPA1	05323
5777	HLA-DPA1	05330
5778	HLA-DPA1	05332
5779	HLA-DPA1	05416
5780	HLA-DPB1	04145
5781	HLA-DPB1	04514
5782	HLA-DPB1	04612
5783	HLA-DPB1	04672
5784	HLA-DPB1	04940
5785	HLA-DPB1	05140
5786	HLA-DPB1	05145
5787	HLA-DPB1	05150
5788	HLA-DPB1	05310
5789	HLA-DPB1	05320
5790	HLA-DPB1	05322
5791	HLA-DPB1	05323
5792	HLA-DPB1	05330
5793	HLA-DPB1	05332
5794	HLA-DPB1	05416
5796	HLA-DQA1	04145
5797	HLA-DQA1	04514
5798	HLA-DQA1	04612
5799	HLA-DQA1	04672
5800	HLA-DQA1	04940
5801	HLA-DQA1	05140
5802	HLA-DQA1	05145
5803	HLA-DQA1	05150
5804	HLA-DQA1	05310
5805	HLA-DQA1	05320
5806	HLA-DQA1	05322
5807	HLA-DQA1	05323
5808	HLA-DQA1	05330
5809	HLA-DQA1	05332
5810	HLA-DQA1	05416
5811	HLA-DQA2	04145
5812	HLA-DQA2	04514
5813	HLA-DQA2	04612
5814	HLA-DQA2	04672
5815	HLA-DQA2	04940
5816	HLA-DQA2	05140
5817	HLA-DQA2	05145
5818	HLA-DQA2	05150
5819	HLA-DQA2	05310
5820	HLA-DQA2	05320
5821	HLA-DQA2	05322
5822	HLA-DQA2	05323
5823	HLA-DQA2	05330
5824	HLA-DQA2	05332
5825	HLA-DQA2	05416
5826	HLA-DQB1	04145
5827	HLA-DQB1	04514
5828	HLA-DQB1	04612
5829	HLA-DQB1	04672
5830	HLA-DQB1	04940
5831	HLA-DQB1	05140
5832	HLA-DQB1	05145
5833	HLA-DQB1	05150
5834	HLA-DQB1	05310
5835	HLA-DQB1	05320
5836	HLA-DQB1	05322
5837	HLA-DQB1	05323
5838	HLA-DQB1	05330
5839	HLA-DQB1	05332
5840	HLA-DQB1	05416
5843	HLA-DRA	04145
5844	HLA-DRA	04514
5845	HLA-DRA	04612
5846	HLA-DRA	04640
5847	HLA-DRA	04672
5848	HLA-DRA	04940
5849	HLA-DRA	05140
5850	HLA-DRA	05145
5851	HLA-DRA	05150
5852	HLA-DRA	05310
5853	HLA-DRA	05320
5854	HLA-DRA	05322
5855	HLA-DRA	05323
5856	HLA-DRA	05330
5857	HLA-DRA	05332
5858	HLA-DRA	05416
5859	HLA-DRB1	04145
5860	HLA-DRB1	04514
5861	HLA-DRB1	04612
5862	HLA-DRB1	04640
5863	HLA-DRB1	04672
5864	HLA-DRB1	04940
5865	HLA-DRB1	05140
5866	HLA-DRB1	05145
5867	HLA-DRB1	05150
5868	HLA-DRB1	05310
5869	HLA-DRB1	05320
5870	HLA-DRB1	05322
5871	HLA-DRB1	05323
5872	HLA-DRB1	05330
5873	HLA-DRB1	05332
5874	HLA-DRB1	05416
5876	HLA-DRB3	04145
5877	HLA-DRB3	04514
5878	HLA-DRB3	04612
5879	HLA-DRB3	04640
5880	HLA-DRB3	04672
5881	HLA-DRB3	04940
5882	HLA-DRB3	05140
5883	HLA-DRB3	05145
5884	HLA-DRB3	05150
5885	HLA-DRB3	05310
5886	HLA-DRB3	05320
5887	HLA-DRB3	05322
5888	HLA-DRB3	05323
5889	HLA-DRB3	05330
5890	HLA-DRB3	05332
5891	HLA-DRB3	05416
5892	HLA-DRB4	04145
5893	HLA-DRB4	04514
5894	HLA-DRB4	04612
5895	HLA-DRB4	04640
5896	HLA-DRB4	04672
5897	HLA-DRB4	04940
5898	HLA-DRB4	05140
5899	HLA-DRB4	05145
5900	HLA-DRB4	05150
5901	HLA-DRB4	05310
5902	HLA-DRB4	05320
5903	HLA-DRB4	05322
5904	HLA-DRB4	05323
5905	HLA-DRB4	05330
5906	HLA-DRB4	05332
5907	HLA-DRB4	05416
5908	HLA-DRB5	04145
5909	HLA-DRB5	04514
5910	HLA-DRB5	04612
5911	HLA-DRB5	04640
5912	HLA-DRB5	04672
5913	HLA-DRB5	04940
5914	HLA-DRB5	05140
5915	HLA-DRB5	05145
5916	HLA-DRB5	05150
5917	HLA-DRB5	05310
5918	HLA-DRB5	05320
5919	HLA-DRB5	05322
5920	HLA-DRB5	05323
5921	HLA-DRB5	05330
5922	HLA-DRB5	05332
5923	HLA-DRB5	05416
5929	HLA-E	04144
5930	HLA-E	04145
5931	HLA-E	04514
5932	HLA-E	04612
5933	HLA-E	04650
5934	HLA-E	04940
5935	HLA-E	05320
5936	HLA-E	05330
5937	HLA-E	05332
5938	HLA-E	05416
5939	HLA-F	04144
5940	HLA-F	04145
5941	HLA-F	04514
5942	HLA-F	04612
5943	HLA-F	04940
5944	HLA-F	05320
5945	HLA-F	05330
5946	HLA-F	05332
5947	HLA-F	05416
5948	HLA-G	04144
5949	HLA-G	04145
5950	HLA-G	04514
5951	HLA-G	04612
5952	HLA-G	04650
5953	HLA-G	04940
5954	HLA-G	05320
5955	HLA-G	05330
5956	HLA-G	05332
5957	HLA-G	05416
5963	HLCS	00780
5964	HLCS	01100
5966	HMBS	00860
5967	HMBS	01100
5968	HMGB1	03410
5975	HMGCL	00072
5976	HMGCL	00280
5977	HMGCL	00650
5978	HMGCL	01100
5979	HMGCL	04146
5980	HMGCR	00900
5981	HMGCR	01100
5982	HMGCR	04976
5983	HMGCS1	00072
5984	HMGCS1	00280
5985	HMGCS1	00650
5986	HMGCS1	00900
5987	HMGCS1	01100
5988	HMGCS2	00072
5989	HMGCS2	00280
5990	HMGCS2	00650
5991	HMGCS2	00900
5992	HMGCS2	01100
5993	HMGCS2	03320
5995	HMMR	04512
5996	HMOX1	00860
5997	HMOX2	00860
5998	NR4A1	04010
6002	FOXA2	04950
6003	FOXA3	04950
6004	HNF4A	04950
6005	HNF4G	04950
6006	ONECUT1	04950
6007	HNMT	00340
6009	HNRNPA1	03040
6012	HNRNPC	03040
6019	HNRNPK	03040
6021	HNRNPU	03040
6069	HPD	00130
6070	HPD	00350
6071	HPD	00360
6072	HPD	01100
6077	HPR	05143
6078	HPRT1	00230
6079	HPRT1	00983
6080	HPRT1	01100
6089	HRAS	04010
6090	HRAS	04012
6091	HRAS	04062
6092	HRAS	04144
6093	HRAS	04360
6094	HRAS	04370
6095	HRAS	04510
6096	HRAS	04530
6097	HRAS	04540
6098	HRAS	04650
6099	HRAS	04660
6100	HRAS	04662
6101	HRAS	04664
6102	HRAS	04720
6103	HRAS	04722
6104	HRAS	04730
6105	HRAS	04810
6106	HRAS	04910
6107	HRAS	04912
6108	HRAS	04916
6109	HRAS	05160
6110	HRAS	05200
6111	HRAS	05211
6112	HRAS	05213
6113	HRAS	05214
6114	HRAS	05215
6115	HRAS	05216
6116	HRAS	05218
6117	HRAS	05219
6118	HRAS	05220
6119	HRAS	05221
6120	HRAS	05223
6124	HRH1	04020
6125	HRH1	04080
6129	HRH2	04020
6130	HRH2	04080
6131	HRH2	04971
6134	HES1	04330
6135	HES1	04950
6137	HSD3B1	00140
6138	HSD3B1	01100
6139	HSD3B2	00140
6140	HSD3B2	01100
6141	HSD11B1	00140
6142	HSD11B1	01100
6143	HSD11B1	04960
6144	HSD11B2	00140
6145	HSD11B2	01100
6146	HSD11B2	04960
6147	HSD17B1	00140
6148	HSD17B1	01100
6149	HSD17B3	00140
6150	HSD17B3	01100
6151	HSD17B2	00140
6152	HSD17B2	01100
6153	HSD17B4	00120
6154	HSD17B4	01100
6155	HSD17B4	04146
6159	DNAJB2	04141
6160	DNAJA1	04141
6161	HSPA1A	03040
6162	HSPA1A	04010
6163	HSPA1A	04141
6164	HSPA1A	04144
6165	HSPA1A	04612
