Gene	logFC	logCPM	LR	PValue	FDR	ENSEMBLID	ENTREZID
5	A1CF	4.68958335631787	4.57297963603315	9.16150693487525	0.00247158956065925	0.0336751717451167	ENSDARG00000002968	562916
27	abat	3.02791722973372	6.88031311352647	16.6680183706469	4.4525351764371e-05	0.00238915029488405	ENSDARG00000006031	378968
39	abcb4	4.37523020884442	5.52194722731108	11.0862347500146	0.000869708935141964	0.0163966795541828	ENSDARG00000010936	100136865
46	ABCC12	2.99612265037204	3.98395468709459	9.47920590618465	0.00207813900243339	0.0298900073454835	ENSDARG00000013050	568482
47	abcc2	2.91694532792777	6.3210809188728	12.5952756670737	0.000386723011920825	0.0102005649498209	ENSDARG00000014031	393561
51	ABCC8	2.19224644537719	1.90591936892457	10.9026475207479	0.000960269136093634	0.0175295803912282	ENSDARG00000077007	100329706
64	abcg2a	3.43076832390541	5.57124719094656	12.9251006813038	0.000324205216910566	0.00899253506003101	ENSDARG00000100075	735312
137	acbd7	3.61546505306474	3.66306833908109	18.0356608881544	2.16805428844186e-05	0.00161667261326898	ENSDARG00000094730	619256
156	acod1	3.02776044211802	2.94678820615991	9.65461049093683	0.00188876937827333	0.02811869938356	ENSDARG00000069844	795305
188	acsl4a	1.78462851150886	5.70136718529718	8.64576328411711	0.00327822771114945	0.0410606437902935	ENSDARG00000004078	393622
235	ada	2.8308355968122	6.25510347608301	12.0756866235811	0.000510836465853811	0.0117236573463705	ENSDARG00000003113	436919
278	adcy1b	3.27511012474613	1.50983090861939	11.0754066999163	0.000874802306587261	0.0164752894804475	ENSDARG00000088634	569499
292	add2	2.05757818484681	4.96777617497926	14.978677973723	0.000108732852760663	0.00436768114636583	ENSDARG00000074581	570147
294	add3b	2.86520378110915	3.28965839939423	16.0874154161413	6.0484642143774e-05	0.0029155232233357	ENSDARG00000056250	553243
326	adma	1.81925559042814	4.72968551090686	9.84634466723867	0.00170169556404176	0.0263452607505944	ENSDARG00000015263	556502
370	AFAP1L2	1.52209134535389	5.17630530686769	10.7027595833945	0.00106975851620816	0.0189653510303902	ENSDARG00000074806	567369
395	agmat	3.1967706847376	3.58324365898936	9.97447823630483	0.0015872496816986	0.0251408508642047	ENSDARG00000059700	556522
414	agtr2	3.90731339923283	4.48736689775928	22.896229856133	1.70986900784694e-06	0.000353758385759285	ENSDARG00000035552	503772
418	agxtb	7.60750403619164	7.67102509478401	9.86091087167446	0.00168827497766957	0.0262514247835543	ENSDARG00000018478	79378
427	ahr1b	3.16888469553045	2.57643036814539	9.75824215747396	0.00178520526000278	0.0271203960870148	ENSDARG00000023537	554265
474	akr1b1.1	3.4231465649531	5.01828488204013	12.0957270957061	0.000505375037486629	0.0117056672643819	ENSDARG00000006215	415138
489	aldh1a2	1.82215057951851	6.61369806818641	13.1739996318922	0.000283860223198271	0.00817875134206974	ENSDARG00000053493	116713
499	aldh4a1	1.88490342370271	5.36130148291239	9.35465700934127	0.00222419588076767	0.0313585245324042	ENSDARG00000038207	394133
511	aldocb	3.641679988274	9.70643656353613	11.2104661422699	0.000813372858470568	0.0156790370167011	ENSDARG00000019702	369193
551	alyref	2.67716485762251	6.93502344199884	24.4118608207878	7.77882999514261e-07	0.000201065844874447	ENSDARG00000077732	560127
554	ambp	5.07398405961693	6.38810387135212	9.49592273210044	0.0020592899433084	0.0297086014716186	ENSDARG00000004296	394093
561	amer2	3.71461658156338	5.21077331777506	14.6710010156374	0.000128000505804291	0.00489890347858268	ENSDARG00000075222	100101649
565	AMIGO1	3.25311066638671	1.92293610677287	13.1849881344944	0.00028220060144196	0.00816080274837229	ENSDARG00000079620	100144409
573	AMPD2	1.84780172057956	4.64589344480257	12.4748647838021	0.000412464509751374	0.0105036953753417	ENSDARG00000029952	571355
576	amph	3.51380459782113	4.05535466550075	8.26721102560989	0.00403674695426804	0.0475138722197491	ENSDARG00000007663	393804
578	amy2a	6.68832688928823	6.40229998472148	12.0827754780563	0.000508897835284329	0.0117236573463705	ENSDARG00000013856	406539
580	amy2al2	5.9622936167556	6.17572823545773	8.48614957801225	0.00357860381437455	0.0436555396917716	ENSDARG00000009443	445049
592	and1	8.58151759989849	7.81810431541698	22.3652240104652	2.25419004891263e-06	0.000406095752751078	ENSDARG00000088514	794315
594	and3	7.97920898680122	5.09899066518654	15.2852755960166	9.2434228892894e-05	0.00399168153100427	ENSDARG00000056873	561047
605	angptl4	2.16002994043458	7.22465584226453	8.53990798889581	0.0034744319561191	0.0427623080811093	ENSDARG00000035859	492647
606	ANGPTL5	6.27170588069895	5.81731200132853	17.6289838508519	2.68465501653766e-05	0.00180682347999808	ENSDARG00000056630	566212
608	angptl7	3.34773892678048	4.96752907747069	20.75592323249	5.21699644783045e-06	0.000694366654082508	ENSDARG00000027582	450053
672	anks4b	4.43187717836462	3.51925235305891	10.2965760732808	0.00133277271797398	0.0222610136662256	ENSDARG00000036846	431735
693	anpepb.1	7.43564206598766	5.09119208283997	11.4748797312174	0.000705432123601026	0.0144281902803031	ENSDARG00000103878	322533
714	anxa5b	2.48413316862194	5.69894190979597	14.7162337417015	0.000124965701888056	0.00481374361376562	ENSDARG00000016470	337132
717	aoc2	2.29527988884731	7.61752861671403	12.8177653618784	0.00034334355668064	0.00940634767035209	ENSDARG00000014646	541429
771	APLP1	2.78809937870657	5.90935690254225	10.7977730130214	0.00101622271828049	0.0182520968585423	ENSDARG00000098368	404233
781	apoa4b.3	4.69556946202499	3.0136964822064	8.58332448966067	0.00339255408749608	0.042047395518063	ENSDARG00000094929	100004607
